_id,id,learningTrackCluster_id,Number of Learning Activities in LT,Number of Exercises in LT,Number of Engagement Activities in LT,Number of Communication Activities in LT,Number of Videos in LT,Number of Games in LT,Times Edited,Average Fun of LT,Average Difficulty of LT,typeLT,highuseteachLT,notprimary
261,b3296a30-2f67-4a30-a2a1-4e7505b6aeca,18,12.0,8,3,0,1,0,0,,,0,0,0
475,e0e45547-2436-4ee7-a779-4315131c4308,3,25.0,12,8,3,3,0,0,,,1,0,1
263,8a6052fe-3d10-40d1-9564-b8cdb39c640c,18,17.0,14,2,0,2,0,0,,,0,0,0
264,32a48671-2eb0-4705-bf5a-bbc92c867216,18,2.0,2,0,0,1,0,0,,,0,0,0
268,88217212-0985-4c2c-8a3d-6e191e701575,18,5.0,3,0,2,1,0,0,,,0,0,0
269,18ab96b0-2e83-46f6-95e4-5348f11da5c6,18,5.0,3,0,2,1,0,0,,,0,0,0
531,13e974b5-d77c-4379-86e2-6760613830e7,15,0.0,0,1,0,0,0,0,,,1,1,0
265,5922af72-cccc-4ae2-8cbe-fd410900f052,18,12.0,8,3,0,2,0,0,,,0,0,0
266,13bcffae-2b7c-4c62-9525-613b4727559d,18,4.0,3,0,1,1,0,0,,,0,0,0
270,dd45b690-131f-49e2-9d43-ebe80d6a840a,18,4.0,2,0,2,1,0,0,,,0,0,0
271,d684ea84-e53c-490b-9fdd-df7ebf9ea89a,18,4.0,2,0,2,1,0,0,,,0,0,0
272,45c8747e-d34d-4383-be88-288ee54b4aa4,18,12.0,8,3,0,2,0,0,,,0,0,0
476,4e6f8165-7bda-418f-8bda-05ff4c143964,19,0.0,0,1,0,0,0,0,,,1,0,1
514,c8562197-673d-4667-9a04-f0cc3d45f82b,18,12.0,8,3,0,2,0,0,,,0,0,0
949,bbc97421-9c90-4f68-b357-dc9b9ace4505,15,27.0,19,6,1,2,0,0,2.877551020408163,,1,1,0
493,9ada9072-8651-4b7b-a9dc-d36250a5655f,11,5.0,1,0,1,4,0,0,,,2,1,0
502,e6a723bd-4d17-4aff-9e5c-fc2db699a204,11,4.0,1,0,3,1,0,0,,,2,1,0
501,3752df53-a336-47c1-af9f-e6507044e4ff,11,4.0,1,0,3,1,0,0,,,2,1,0
500,81608472-b966-4e3b-b756-df4ee00e1e6b,11,4.0,1,0,2,1,0,0,,,2,1,0
499,223e7337-f771-4b57-b478-d11535ab9450,11,2.0,1,0,1,0,0,0,,,2,1,0
498,5a7c2404-c48e-4949-bde4-ec4141e7c7ef,11,2.0,1,0,1,0,0,0,,,2,1,0
497,40a48242-4718-4aa7-aa98-6c54dfb87f73,11,1.0,1,0,0,0,0,0,,,2,1,0
950,4b321ee0-eef8-43b0-91bf-1fd0483b292a,15,26.0,18,6,1,2,0,0,3.4597701149425286,,1,1,0
951,3e29053b-9e6c-4762-97da-912d23f8115b,15,26.0,16,4,0,1,0,0,3.3947368421052633,,1,1,0
495,62c0f49f-9d50-463e-b221-929f637a78ab,11,2.0,1,0,2,0,0,0,,,2,1,0
496,b1a2a8ef-1db0-4b41-9200-d4358582c5fa,11,2.0,1,0,2,0,0,0,,,2,1,0
273,8d0c7f83-21c6-46eb-8c71-f619f038f436,15,26.0,16,4,0,1,0,0,,,1,0,0
274,3d9a2fd8-dfd9-454b-b741-173d3b28d169,15,36.0,19,6,1,2,0,0,,,1,0,0
275,8dd11121-fe53-45d9-9525-b34b574e77cc,18,4.0,2,0,2,1,0,0,,,0,0,0
276,4b3115be-f5fe-4d57-a3e6-61664d82d2ee,18,4.0,2,0,2,1,0,0,,,0,0,0
277,e0ca9dde-c5fa-4675-8117-14f1c20c9bda,18,4.0,2,0,2,1,0,0,,,0,0,0
278,129f562e-b5ff-4ba2-9bfe-3007f6dabec0,18,4.0,3,0,1,1,0,0,,,0,0,0
279,c0d44d2e-e230-45b2-9606-f7742f4e40a2,18,5.0,3,0,2,1,0,0,,,0,0,0
280,b1260734-c5b9-48ea-adfc-cc320e3842f8,18,5.0,3,0,2,1,0,0,,,0,0,0
281,a5ac01f6-ae14-4af1-90c7-c002f984c3db,15,36.0,19,6,1,2,0,0,,,1,0,0
282,f23c4b7c-a9db-48e7-b548-1dbc6f533a3c,15,26.0,16,4,0,1,0,0,,,1,0,0
284,25ab8c2d-40ed-4259-9823-ea714ed3dd70,15,36.0,18,6,1,2,0,0,,,1,0,0
285,6832b83e-e09e-449b-93aa-74ce4a3e3478,15,36.0,19,6,1,2,0,0,,,1,0,0
286,1711de79-2093-4d8c-83c9-3853e37c98df,15,29.0,17,4,0,1,0,0,,,1,0,0
287,03708e18-5dd4-4677-b59e-d32d1852b0b4,15,29.0,17,4,0,1,0,0,,,1,0,0
288,7fa613a8-ec32-42bc-b7c2-6cbab275ca84,15,0.0,0,1,0,0,0,0,,,1,0,0
289,1cbae065-1b4f-4362-9205-1ec76200b528,15,0.0,0,1,0,0,0,0,,,1,0,0
290,4a46cee0-2506-4ca9-873c-f623c9108ef6,15,0.0,0,1,0,0,0,0,,,1,0,0
291,741302f8-4dbf-44c4-8f33-8b263dce84a9,15,26.0,16,3,0,1,0,0,,,1,0,0
292,daa26a18-14c8-43f3-bf3f-32626cdbae0a,15,27.0,16,3,0,1,0,0,,,1,0,0
293,49feec9d-e6e0-4325-8b33-c15d9bbb0511,15,18.0,15,3,0,1,0,0,,,1,0,0
283,35d46a2a-3d0f-4b00-9af7-aba3dab0a666,15,36.0,18,6,1,2,0,0,,,1,0,0
255,608bb68f-8483-48e6-b9bc-a9628842d5aa,15,36.0,19,6,1,2,0,0,,,1,0,0
302,1e7b4eb3-bac5-4ee8-8f48-1a58b9e3bbc8,18,12.0,8,3,0,2,0,0,,,0,0,0
323,e7eef749-abb6-40f4-828a-132062ae9c48,11,4.0,1,0,3,1,0,0,,,2,0,0
952,1ff1ba47-461f-494c-9074-565683a378db,15,36.0,19,6,1,2,0,0,3.5921052631578947,,1,1,0
297,01c2b8e2-8b92-4d0e-80f1-a33d542a598d,15,36.0,18,6,1,2,0,0,3.857142857142857,,1,1,0
296,91c1781c-ab4c-41d2-8323-00be748238c4,15,36.0,18,6,1,2,0,1,3.3333333333333335,,1,1,0
299,a308a9aa-7cf8-4f74-9ad4-0463d9c92ab3,18,2.0,2,0,0,1,0,0,4.333333333333333,2.3333333333333335,0,0,0
300,39801f87-a7eb-4317-be35-c5ccbff67c58,18,17.0,14,2,0,2,0,0,3.0,3.0,0,0,0
301,b648d812-b01d-4219-b981-97b62995d0fb,18,12.0,8,3,0,1,0,0,,,0,0,0
532,34f06d8b-1a29-4b8e-8604-30e10abd9eb5,15,0.0,0,1,0,0,0,0,,,1,1,0
248,26ae70e0-5c00-48cb-a218-d1b27a79149b,15,24.0,15,3,0,1,0,1,,,1,1,0
477,fb7cf7a0-46e8-4540-938d-b923fac808d5,19,0.0,0,1,0,0,0,2,,,1,0,1
303,0b3f5269-2c6d-4292-9517-9dc5f38fc96d,18,4.0,2,0,2,1,0,0,4.0,3.0,0,0,0
304,be3b9c44-b9aa-48e1-9b02-3156b86d6f61,18,4.0,2,0,2,1,0,0,,,0,0,0
305,7d39f52a-8bb5-45d8-8a30-8a9e2c0b7354,18,4.0,2,0,2,1,0,0,,,0,0,0
306,4e52d630-e069-46a3-a3a8-706d73a679b1,18,4.0,3,0,1,1,0,0,,,0,0,0
307,dc4aaaea-97f4-4840-8430-23ec33e45a07,18,5.0,3,0,2,1,0,0,,,0,0,0
308,a3bdfcea-b69d-4011-998f-39e417a19721,18,5.0,3,0,2,1,0,0,,,0,0,0
314,cb469229-6938-46ad-86d4-0566569b9e89,11,5.0,1,0,1,4,0,0,,,2,0,0
315,5dfd3130-007e-4087-96cd-bae51ac0e538,11,2.0,1,0,1,0,0,0,,,2,0,0
316,af9add83-1c27-44a2-95bf-45362119183b,11,2.0,1,0,2,0,0,0,,,2,0,0
317,30c14e5e-c2b4-4572-ad0b-e7e38c96b9c2,11,2.0,1,0,2,0,0,0,,,2,0,0
318,dd5af0f8-431b-4a83-b525-9b93d69f1f3c,11,1.0,1,0,0,0,0,0,,,2,0,0
319,f0e51551-075d-49a9-9294-0bf72c5408fe,11,2.0,1,0,1,0,0,0,,,2,0,0
320,4b4a8ec8-2354-45c6-9fcc-5d111f8f7a05,11,2.0,1,0,1,0,0,0,,,2,0,0
321,058945d3-85c8-46a1-9060-6da1aee57e9e,11,4.0,1,0,2,1,0,0,,,2,0,0
322,3917a605-a6d5-4d2d-9bd9-8cc2d3dcd66a,11,4.0,1,0,3,1,0,0,,,2,0,0
313,fe45dc0c-9280-4547-a405-e6b4910f459e,14,26.0,15,0,11,0,0,0,,,2,0,1
312,91a82173-4835-4281-aff3-d07e76a0a0bf,14,37.0,25,0,13,0,0,0,,,2,0,1
309,e17c7498-802f-44d3-b4fc-cd6d783a3fa4,15,18.0,15,3,0,1,0,0,,,1,0,0
534,febe8ba0-da7b-4375-8ba9-8f1be38443da,15,0.0,0,1,0,0,0,0,4.0,,1,1,0
480,2bc6a45e-74ab-46e3-bcc4-7cd36dfd4b59,19,38.0,16,14,2,2,0,0,,,1,0,1
479,100eda64-b04f-4a26-8759-bdc246fe23f8,19,40.0,19,14,2,2,0,0,,,1,0,1
324,7d115a1f-8abb-435f-86e4-67dc4f01c651,12,8.0,5,0,1,2,1,0,,,3,0,0
325,28921116-d25c-4d1f-aed1-60bda0132390,11,5.0,1,0,1,4,0,0,,,2,0,0
326,48bbe4cd-ddc8-4295-97b5-ef2d512c7d4a,11,2.0,1,0,1,0,0,0,,,2,0,0
327,da37c8bf-aca9-4bb7-96e1-b1bef61ddb65,11,2.0,1,0,2,0,0,0,,,2,0,0
328,9a172f12-c3ee-455f-a251-8cbcad0fadb7,11,2.0,1,0,2,0,0,0,,,2,0,0
329,b67d716e-864b-4eb6-894d-55db1393d331,11,1.0,1,0,0,0,0,0,,,2,0,0
330,e626f9f7-19ff-4021-9841-7c24e63d717f,11,2.0,1,0,1,0,0,0,,,2,0,0
331,b2aa97ca-ea1a-401a-b5d5-0dd258f67f66,11,2.0,1,0,1,0,0,0,,,2,0,0
332,7129d460-b902-4ec7-9409-e070990b32b4,11,4.0,1,0,2,1,0,0,,,2,0,0
953,17ffa307-de1a-4cb1-ad55-7eaf9d76d236,13,1.0,1,1,0,0,0,0,,,1,0,1
336,11691489-f3d6-4235-8a4c-253c3f98f0da,11,2.0,1,0,1,0,0,2,5.0,,2,1,0
337,904889a2-21f2-4f30-beb3-3dd0a3612a54,11,2.0,1,0,2,0,0,0,4.0,,2,1,0
338,625a769b-135b-45c9-9826-6dc76847ad26,11,2.0,1,0,2,0,0,0,5.0,,2,1,0
310,8cadb90e-0943-486f-8888-13c034344c77,15,26.0,16,4,0,1,0,0,4.0,2.0,1,0,0
358,f1d36d18-9553-4f87-a1da-509d44b38d4e,8,17.0,15,0,2,0,1,0,,,2,0,1
334,1a9ba206-9ee6-46d1-8b5a-e2471d213bd0,11,4.0,1,0,3,1,0,0,,,2,0,0
344,ce90b526-987f-4721-97f9-5cc28b4b2594,11,4.0,1,0,3,1,0,0,4.0,,2,1,0
343,efe42ca8-a548-4bed-b431-b89d70518901,11,4.0,1,0,3,1,0,0,4.0,,2,1,0
342,22749d48-7ca9-40f5-985f-756043d28fe3,11,4.0,1,0,2,1,0,0,,,2,1,0
341,6f3a2aa8-f955-4b83-b93c-937fb9fadf85,11,2.0,1,0,1,0,0,0,,,2,1,0
340,6e4e85eb-594b-484e-aa4a-7000151593dc,11,2.0,1,0,1,0,0,0,,,2,1,0
339,27e96bf7-bf08-4f90-92fe-c74574d907d6,11,1.0,1,0,0,0,0,0,,,2,1,0
333,85b65e6a-6d5e-4b20-9a66-5efb3bc87411,11,4.0,1,0,3,1,0,0,,,2,0,0
345,c6ee676f-7891-47f0-8c9d-8c2ea32e65db,18,2.0,2,0,0,1,0,0,,,0,0,0
346,6cdbf1c2-ad68-4ddb-987a-e36c9cea73f2,18,12.0,8,3,0,1,0,0,,,0,0,0
347,c0affaea-bf62-4afe-95ed-d76bc81c58b2,18,12.0,8,3,0,2,0,0,,,0,0,0
348,72c5cb7c-8db2-4f0b-8035-ccc4a1e9b2ab,18,12.0,8,3,0,2,0,0,,,0,0,0
349,3426145f-ad72-42dd-a363-23774bd00e6d,18,4.0,2,0,2,1,0,0,,,0,0,0
350,863d5e41-91da-481e-a0b8-9ad6fbd3efe0,18,4.0,2,0,2,1,0,0,,,0,0,0
351,f283d166-8fdf-41ae-a153-59599eda78f9,18,4.0,2,0,2,1,0,0,,,0,0,0
352,a72c4bbb-7bfc-44b8-8ebd-3fa9dd4b7d28,18,4.0,3,0,1,1,0,0,,,0,0,0
353,f9e11161-9bb7-4b01-9f5a-3ebdc2f6eb45,18,5.0,3,0,2,1,0,0,,,0,0,0
354,fa7ef9b5-5050-4a07-9324-8e6ee36f7fe7,18,5.0,3,0,2,1,0,0,,,0,0,0
481,2c56839a-0f46-45fb-afbc-a7dc0c8147a2,3,25.0,12,8,3,3,0,0,3.206896551724138,2.896551724137931,1,0,1
504,5d5373d6-4dcf-413e-b23f-46d04c86822b,8,2.0,1,1,0,0,1,0,,,2,0,1
356,5ebdcef2-7625-4461-adb3-68f32866f63c,14,37.0,25,0,13,0,0,0,,,2,0,1
535,f93f146f-a94a-42cc-a877-2f7da37f6478,15,0.0,0,1,0,0,0,0,,,1,1,0
359,adf9836c-2dff-4d34-9307-3e2ed0956473,8,10.0,8,0,2,0,1,0,,,2,0,1
360,9896cbb7-90ca-4e4f-bfc8-4f39a25bf760,8,14.0,12,0,2,0,1,0,3.0,2.0,2,0,1
361,8b771d8d-d854-4d35-8242-ca499b595fca,8,2.0,1,1,0,0,1,0,3.8181818181818183,2.090909090909091,2,0,1
357,fb9667c8-9ec1-4bb5-abf4-429d6a5817a8,7,2.0,3,0,0,0,0,0,,,4,0,1
364,6d05ceee-b5af-42d2-9d9c-21cdb241a6f4,4,5.0,5,0,0,1,0,1,2.6666666666666665,2.2,1,0,1
233,fc3d44da-2bae-409e-9ed6-13bee2a886d0,14,26.0,15,0,11,0,0,0,3.3333333333333335,2.0,2,0,1
311,474b58c1-c676-475b-81d0-0d55fd37f985,14,25.0,15,0,11,0,0,0,,,2,0,1
365,dca87192-3761-40cd-9b1d-1aa18d4b6f57,14,26.0,15,0,11,0,0,0,3.6,2.4,2,0,1
366,734eba3f-5c2d-4e50-8e36-7d557de79d5b,14,37.0,25,0,13,0,0,0,4.0,2.0,2,0,1
368,27266c1e-1cd2-49c3-ba45-ff1e9cdc6109,13,0.0,0,1,0,0,0,0,,,1,0,1
369,acf969c2-10aa-46b7-85b8-ab80468e749b,13,0.0,0,1,0,0,0,0,,,1,0,1
505,6a7b66c2-e169-43f3-b830-60d6c49f7df9,18,4.0,2,0,2,1,0,0,,,0,0,0
367,03fe8b10-80f2-471d-a72d-71ed48da245d,8,17.0,15,0,2,0,1,0,3.727272727272727,2.5454545454545454,2,0,1
371,da772662-b7ef-4e23-8c9e-2e767db2d7ab,13,0.0,0,1,0,0,0,0,,,1,0,1
373,5fdc633e-2af4-4176-b26f-78d57a02e574,13,1.0,0,1,0,0,1,0,3.0,3.0,1,0,1
506,0104aa3d-038e-4846-9554-7b459c0186ea,18,4.0,2,0,2,1,0,0,,,0,0,0
370,41eb4350-9e47-40f6-90a3-54819ffb3ba0,8,17.0,15,0,2,0,1,0,,,2,0,1
376,dee68015-c9e8-40a0-aa80-6b3ad09396b0,13,0.0,0,1,0,0,0,0,,,1,0,1
384,343f1aac-5864-4528-af40-dc786ac0b2a7,19,0.0,0,1,0,0,0,0,,,1,0,1
385,6b1a6e7a-000d-4324-b28b-756d98bed1da,19,0.0,0,1,0,0,0,0,,,1,0,1
372,e76e1b41-d219-4778-a076-543d9a84187d,19,39.0,17,14,2,2,1,0,,,1,0,1
380,99d9081f-e671-482d-a4d4-5bfcfa683992,8,17.0,15,0,2,0,1,2,4.0,2.0,2,0,1
494,e18cfc02-b58f-477e-a594-45a2cf178590,11,2.0,1,0,1,0,0,0,,,2,1,0
379,0fe6ff3e-e63f-4323-be37-6b74a803d7ad,19,40.0,17,15,2,2,1,1,,,1,0,1
381,f7807530-dd2d-4234-be42-a7387cd3ea35,19,40.0,19,14,2,2,0,0,,,1,0,1
375,1c21ba81-a274-448b-81d2-55885c1b16a4,8,18.0,15,0,2,0,2,2,,,2,0,1
382,1a7391ce-2647-4a40-8491-038fd783b735,19,40.0,18,14,2,2,1,1,,,1,0,1
378,97a19bfe-6ed4-4454-8efe-3bd9ee7d3733,8,18.0,16,0,2,0,1,1,4.333333333333333,1.6666666666666667,2,0,1
387,d5ccb927-f930-419d-b3f7-7aebee55b287,11,5.0,1,0,1,4,0,0,,,2,0,0
388,b1791cd3-a223-469e-acab-269cd459a98a,12,7.0,5,0,0,2,1,0,,,3,0,0
389,50bfdbbd-7708-49d0-9356-942d010bb4d2,12,7.0,5,0,0,2,1,0,3.6,2.8,3,0,0
383,956a3575-e7c5-4d5c-bab7-892e312f26a1,19,38.0,16,14,2,2,0,0,,,1,0,1
377,5f2b42a3-cac4-4891-b33a-25d169034d9c,3,26.0,12,8,4,3,0,1,,,1,0,1
295,c1d1979a-51e5-42b3-bc5c-701bf15b9846,12,7.0,5,0,0,2,1,2,3.6666666666666665,2.0,3,0,0
391,55e15edd-f004-4ddc-98a7-a9a385c7674d,8,15.0,13,0,2,0,1,0,,,2,0,1
390,b6fd28d9-0345-43c7-b6fd-851cea1a3eee,8,11.0,8,0,2,0,2,0,,,2,0,1
393,866d1997-f6ad-41c4-ab11-5356b0f4cdfb,8,10.0,8,0,2,0,1,0,,,2,0,1
394,f5ed2035-de54-41f9-9126-a58a4c22316b,8,14.0,12,0,2,0,1,0,,,2,0,1
395,81d452e1-ffa6-45f0-9759-c5cf20d911f3,8,17.0,15,0,2,0,1,0,,,2,0,1
396,814b61d4-30e1-42f0-a568-112f34300f3c,8,3.0,2,1,0,0,1,0,,,2,0,1
374,e7c42fd5-54a1-4136-a00c-0d35ca1c08d6,8,11.0,8,0,2,0,2,2,4.5,3.0,2,0,1
294,52eaf679-6a38-4a16-a10c-b72b3f5c75a2,18,2.0,2,0,0,1,0,0,,,0,0,0
355,f72044d3-01a6-49c1-84cf-4a81d94772de,14,26.0,15,0,11,0,0,0,4.0,2.0,2,0,1
398,227d3b4f-1b8c-4278-b947-4ac289e5e406,14,26.0,15,0,11,0,0,0,,,2,0,1
507,0d24bc13-ab0b-4906-875a-9b45fe58e057,18,4.0,2,0,2,1,0,0,,,0,0,0
399,1ef83add-e394-4a49-bb19-01eeb380a251,14,37.0,25,0,13,0,0,0,,,2,0,1
400,4a45e2b5-4963-49e4-aac2-e8ad2bba9ea5,12,7.0,5,0,0,2,1,0,,,3,0,0
401,9a404acf-13a3-40ac-b835-c1be0289c25a,12,7.0,5,0,0,2,1,1,2.5,2.5,3,0,0
508,116789be-933e-4b8f-a758-79c8a750411c,18,4.0,3,0,1,1,0,0,,,0,0,0
262,852c65a8-6e84-4a50-b9ac-683607cf722a,12,7.0,5,0,0,2,1,0,,,3,1,0
408,c0a84baa-8f9a-440c-aa31-56eba416ad36,12,7.0,5,0,0,2,1,1,,,3,0,0
404,033afb36-19a7-4212-82a8-dff05e975dd8,12,7.0,5,0,0,2,1,0,,,3,0,0
405,d63c4b98-8db4-4814-8aec-9a1a893c01e9,19,39.0,17,14,2,2,1,0,,,1,0,1
406,821723b4-99de-483b-88cd-93e70445d989,19,40.0,19,14,2,2,0,0,,,1,0,1
407,445bc2bc-e13f-4707-8c74-1db786431728,19,38.0,16,14,2,2,0,0,,,1,0,1
410,0ff72a66-825f-4824-8121-c7d4e72d8979,19,39.0,17,14,2,2,1,0,,,1,0,1
409,f4176ffe-5bcd-4cff-9b4a-44b745a68d44,12,8.0,4,0,0,4,1,2,,,3,0,0
178,71fefbe9-fb97-4adc-8df8-5c493c4a820b,13,1.0,1,1,0,0,0,3,,,1,0,1
411,8f5b151c-e217-4438-a215-c7189725cad4,5,9.0,4,3,0,0,0,0,,,1,0,1
412,babc1e59-0f6b-4205-9263-268b3261b602,5,9.0,7,3,0,0,0,0,,,1,0,1
509,b0d9790e-6d15-456c-8036-90aa5f49834d,18,5.0,3,0,2,1,0,0,,,0,0,0
617,fe0cf311-3c7a-4c2b-a427-299c0bd15fb2,11,5.0,1,0,1,4,0,0,,,2,1,0
415,76b4a122-1291-426e-94e9-eb1ca1f89fe2,12,7.0,5,0,0,2,1,0,4.0,,3,1,0
402,28f7dedc-97c5-4139-9a10-00ac551752fe,12,7.0,5,0,0,2,1,0,,,3,1,0
419,be413d47-4ab5-4ca4-84a1-36a91de27914,12,7.0,5,0,0,2,1,0,,,3,0,0
420,cbead4ce-158a-4073-82e4-375d9350e43a,12,7.0,5,0,0,2,1,0,3.0,3.0,3,0,0
421,a2d8aa23-95ff-4a2c-bef7-4865f694d25c,12,8.0,4,0,0,4,1,0,,,3,0,0
422,09c31fec-6d9e-48a4-a84c-9e79b6815e7b,12,8.0,4,0,0,4,1,0,3.2857142857142856,,3,0,0
423,ed5195f0-3b52-4df3-8bcd-653834a323eb,12,7.0,5,0,0,2,1,0,3.0,,3,0,0
424,23d1ac45-b59b-4944-87bd-9f46d1375951,12,7.0,5,0,0,2,1,0,3.2,,3,0,0
510,ce7b5357-3c03-44a6-b1fe-dc726af7b2fa,18,5.0,3,0,2,1,0,0,,,0,0,0
245,6ebb7283-51ee-44e3-92be-9b0d0562deb0,18,12.0,8,3,0,2,0,0,,,0,0,0
416,aa1687dd-0c5e-42c4-86cc-40d6df1178e0,12,8.0,4,0,0,4,1,0,,,3,1,0
418,81ed55f6-0f16-47ac-aa1b-cf1931ac97b8,12,7.0,5,0,0,2,1,0,,,3,1,0
417,da65dfee-35d9-4711-b547-1b14fd89818b,12,7.0,5,0,0,2,1,0,,,3,1,0
427,0115f885-a201-425f-ba8c-092aa3813426,12,7.0,5,0,0,2,1,0,,,3,0,0
425,5b9d4b57-2aaf-47f4-8812-83bfde31a2c8,8,10.0,8,0,2,0,1,0,,,2,0,1
428,2455a3b6-1423-416c-b937-4e8c496164ef,8,10.0,8,0,2,0,1,0,2.0,3.0,2,0,1
429,24efbe94-ff33-4fc1-91e9-5b1bc30d3a6f,15,26.0,16,4,0,1,0,0,,,1,0,0
430,b994fa6b-0b36-4973-a293-c16a09ff03d8,15,36.0,18,6,1,2,0,0,,,1,0,0
431,66d55d1c-af22-4eec-ba46-4f55d569ec8b,15,36.0,18,6,1,2,0,0,4.0,3.0,1,0,0
392,4ce057da-2b01-454b-a4bf-1382aa101e23,8,18.0,16,0,2,0,1,1,3.5,2.0,2,0,1
432,58d79049-bb15-4ab5-b821-305127d996c4,18,13.0,9,4,0,1,0,1,,,0,0,0
954,e527bba7-3d34-45dc-b2f6-ce0b51b8fe16,17,9.0,3,4,0,3,0,0,,,2,0,1
435,3c51433b-af4d-4db1-b554-4db332a42fad,18,13.0,9,3,0,1,0,0,,,0,0,0
434,9404ffa5-2fc5-44cb-a489-ddc9fc5145df,18,4.0,2,0,2,1,0,0,,,0,1,0
436,9003d2ee-10ae-4bf8-9a73-ea0f0bdaf7db,18,4.0,2,0,2,1,0,0,,,0,1,0
461,73ae72d7-46c7-4388-80ab-ee3c364397aa,2,3.0,2,1,0,1,0,0,,,1,0,1
464,519f5c99-516a-459f-a05c-75e7871314af,3,25.0,12,8,3,3,0,0,,,1,0,1
515,89129d6e-78c5-4fc4-993c-6b2d0f0f6b49,18,12.0,8,3,0,2,0,2,,,0,0,0
536,57c92e96-def4-4977-aa79-cd136d122e07,15,0.0,0,1,0,0,0,0,,,1,1,0
955,3ba8278b-adc8-44b2-a4cc-5df27f4dc50a,14,37.0,25,0,13,0,0,0,,,2,0,1
447,62846191-d82f-40c6-8b1c-c202a669465c,2,19.0,10,3,1,6,0,0,4.0,2.75,1,0,1
433,eac3715c-2251-4401-b3cf-35011ff74988,18,3.0,2,0,0,1,1,0,,,0,1,0
537,8426d815-e95b-4125-b24a-d7766026f0fb,15,0.0,0,1,0,0,0,0,,,1,1,0
439,319159df-9a76-4540-9568-ca386f4c9113,18,12.0,8,3,0,1,0,0,,,0,0,0
446,20c7f93a-46a7-46a9-9e89-e2c9f0e4998c,18,5.0,3,0,2,1,0,0,,,0,0,0
445,3dc4b6b9-c1ae-4df4-b4d8-9f755440a815,18,5.0,3,0,2,1,0,0,,,0,0,0
444,876d4dd3-3038-40db-b484-b0b6f3d7839a,18,4.0,3,0,1,1,0,0,4.0,,0,0,0
440,b8cd4381-2838-4390-ad21-5505b6c52ec4,18,12.0,8,3,0,2,0,0,,,0,0,0
441,6adcc42b-a923-4cf2-9a3f-84509c5f5ff0,18,4.0,2,0,2,1,0,0,4.0,,0,0,0
442,5de0d005-63b1-4af2-ab5d-a5568a883af0,18,4.0,2,0,2,1,0,0,4.0,,0,0,0
443,3b50d2c9-e395-4561-9131-bb187c656262,18,4.0,2,0,2,1,0,0,,,0,0,0
520,6d130a80-1696-4b94-8777-74beb9d8a860,6,4.0,4,1,0,0,0,1,,,1,0,1
448,86e36e20-317e-4555-abe6-458a5190866d,18,17.0,14,2,0,2,0,0,,,0,1,0
449,f1663411-084f-4e1f-b28a-26ea867c20d4,18,2.0,2,0,0,1,0,0,,,0,1,0
450,6c9915b4-f35f-4dcb-806a-91f05c4cbcfb,18,12.0,8,3,0,1,0,0,,,0,1,0
465,6d927a65-aa8b-4673-9cd3-b376564d63a6,3,28.0,14,8,3,3,1,0,,,1,0,1
466,007e3067-f2c8-4e45-911b-bee70be3ff19,3,26.0,12,8,3,3,1,0,,,1,0,1
483,aefb3c2d-4794-4d3c-b299-68b088ce4dec,18,2.0,2,0,0,1,0,0,,,0,0,0
511,253841d2-d15f-488e-b457-8439192751f0,18,12.0,8,3,0,2,0,0,3.0,3.0,0,0,0
582,1b144a4b-660f-4134-a934-cfb23f6177e1,15,26.0,16,4,0,1,0,0,,,1,0,0
625,b4abcefa-76b3-4b3f-9230-feaac833f3fe,15,26.0,16,4,0,1,0,0,,,1,0,0
626,87bf4caf-d30c-4dca-b132-aff97b5fd9a8,3,26.0,12,8,3,3,1,0,,,1,0,1
648,8f61fe89-a2e1-4761-8d7f-e517d0280198,3,25.0,12,8,3,3,0,0,,,1,0,1
956,9eca682b-4b77-435a-8bd9-2b5a2ced4e2c,3,25.0,12,8,3,3,0,0,,,1,0,1
454,e26e8b43-6afd-4916-95b1-dc5d885d325b,18,12.0,8,3,0,2,0,0,,,0,1,0
453,b2045fd3-fcc7-4fd8-be2d-0a0a43eeb073,18,12.0,8,3,0,1,0,0,,,0,1,0
484,493596bf-785c-4bee-b9b0-41a8c9057036,18,17.0,14,2,0,2,0,0,,,0,0,0
517,aaaf8687-c756-4cb2-be35-5f84e758b3e4,18,13.0,8,4,0,2,0,1,2.6666666666666665,,0,0,0
518,eb539788-85ca-4af8-b873-6747789cf8c0,18,12.0,8,3,0,2,0,0,3.5,1.5,0,0,0
459,96e9254e-8fce-41ed-ab45-fc8177539b17,18,4.0,2,0,2,1,0,0,,,0,1,0
460,2bcd3bf6-6c1b-479e-8a62-120370bed177,18,4.0,2,0,2,1,0,0,,,0,1,0
458,0b7dd91a-773f-4f76-8240-c1a123d0028b,18,5.0,3,0,2,1,0,0,4.34375,,0,1,0
457,87ca8315-8989-469d-ad9e-e80fda261aad,18,4.0,3,0,1,1,0,0,,,0,1,0
456,61353b4e-ca07-4088-a897-78fef2bf80ce,18,5.0,3,0,2,1,0,0,,,0,1,0
455,5b013f02-292d-4bdc-aaea-a19479c1cff0,18,5.0,3,0,2,1,0,0,,,0,1,0
462,02ec4d84-827c-418d-8f26-c385369ee29f,8,10.0,8,0,2,0,1,0,,,2,0,1
