_id,id,learningTrackCluster_id,Number of Learning Activities in LT,Number of Exercises in LT,Number of Engagement Activities in LT,Number of Communication Activities in LT,Number of Videos in LT,Number of Games in LT,Times Edited,Average Fun of LT,Average Difficulty of LT,typeLT,highuseteachLT,notprimary
451,b416ff17-7a15-4109-87f3-102e5aef2384,18,17.0,14,2,0,2,0,0,,,0,1,0
533,77c54fd0-bfc4-4df4-8022-641531f64ade,18,16.0,14,2,0,2,0,0,4.0181818181818185,,0,1,0
503,2c37f247-b461-4f4f-a1d3-10ba1a543ae6,4,5.0,5,0,0,1,0,0,,,1,0,1
413,b1315aa7-b05e-4282-aa47-b7fe7cd333df,12,7.0,5,0,0,2,1,0,,,3,0,0
414,326b3b2b-abb8-4b1a-8420-f8992263f8a7,12,7.0,5,0,0,2,1,0,,,3,0,0
397,2ad62885-90fa-486d-b807-99ccdb14489f,15,36.0,19,6,1,2,0,0,5.0,1.0,1,0,0
538,6c5679a7-1bbf-4137-a191-ace7d21385d7,4,5.0,5,0,0,1,0,0,,,1,0,1
539,aa70a7aa-08c7-4963-80a6-ec8a55555acc,18,12.0,8,3,0,2,0,0,,,0,0,0
540,3c841af6-8c0d-40ff-ad68-e7931f73077a,18,11.0,8,3,0,2,0,0,,,0,0,0
541,465e122f-74ca-4a92-89b6-e6af14d81789,18,12.0,8,3,0,2,0,1,4.0,2.5,0,0,0
552,3ea30a14-43a6-49f9-bcda-7eccc874c977,15,36.0,19,6,1,2,0,0,,,1,0,0
542,2689b53c-96df-40df-8207-b445e80da5d7,18,12.0,8,3,0,2,0,0,,,0,0,0
543,5b06a643-2ee8-4e96-84b1-0fed44551cdc,18,11.0,8,3,0,2,0,0,1.5,2.0,0,0,0
544,eee54c60-ad0d-4d91-80f6-b3a45942e3d7,18,11.0,8,3,0,2,0,0,3.5,3.0,0,0,0
545,a57b31e7-76ee-4f9f-b28b-05392837940b,18,12.0,8,3,0,2,0,0,,,0,0,0
547,7c9223d0-190e-4fbd-9164-7d403453cf59,18,11.0,8,3,0,2,0,0,,,0,0,0
548,e254792e-b6ba-40ca-97d2-1483d996b640,18,11.0,8,3,0,2,0,0,4.0,2.0,0,0,0
549,a524fb4a-8b19-4302-bb46-d3125dc00f79,18,11.0,8,3,0,2,0,0,,,0,0,0
546,6ba61a45-0d94-4b70-aa53-c5cc48ae4867,18,12.0,8,3,0,2,0,0,,,0,0,0
550,1651ac29-48c5-47b7-ae18-4d58932be11b,14,25.0,15,0,11,0,0,0,,,2,0,1
551,a921ca36-ad51-47b0-971f-1fe79caed12c,14,37.0,25,0,13,0,0,0,,,2,0,1
554,99b26d7f-7067-4675-82a9-0f74b996db3b,8,10.0,8,0,2,0,1,0,5.0,1.0,2,0,1
555,8c7a3a2a-d2bc-4f6e-b2ed-97116ef66f99,18,12.0,8,3,0,2,0,0,4.0,3.0,0,0,0
560,ed4fb199-888c-4d90-9e73-b0b6f3e3048c,18,12.0,8,3,0,2,0,0,,,0,0,0
562,d20d32fc-24fd-4148-9a42-26beda340b26,18,12.0,8,3,0,2,0,0,,,0,0,0
564,091237f5-9a59-485a-b2bc-88820df6c179,8,3.0,2,1,0,0,1,0,,,2,0,1
565,4eb6e9c1-a294-4515-8036-5f0a2152c800,18,12.0,8,3,0,2,0,1,,,0,0,0
957,d82ea919-8f37-46e7-8b35-963b76c51e0e,3,25.0,12,8,3,3,0,0,,,1,0,1
561,bcb64faf-7837-4df9-97b2-a867b08d90ce,18,12.0,8,3,0,1,0,0,,,0,0,0
563,8b32ec6d-0bb1-436e-bc97-22f50b67520c,18,12.0,8,3,0,2,0,2,,,0,0,0
558,7b3d4d4b-b8f7-480b-bb39-de1c932350ca,13,1.0,1,1,0,0,0,0,,,1,0,1
559,4648adec-03d4-411b-98d5-1614d3ebce5e,13,1.0,1,1,0,0,0,0,,,1,0,1
584,cae1723c-c940-4991-84a0-30940ff28305,2,17.0,9,3,0,6,0,0,,,1,0,1
600,2cfa8bac-436b-4bff-ba16-9a4ac97efc7c,2,17.0,9,3,0,6,0,0,3.948051948051948,1.6753246753246753,1,0,1
611,26f643e1-ca91-4def-8ebc-3006e413cf3e,15,36.0,19,6,1,2,0,0,,,1,0,0
566,b989c0ce-59e3-45c4-b0a3-998388dd0cdd,18,12.0,8,3,0,2,0,0,,,0,0,0
567,2a43139f-5bf2-4edd-93e8-d0d61997fe6b,18,12.0,8,3,0,2,0,0,,,0,0,0
568,dd5c0df5-56b6-4102-bbe3-049861dcfcf4,18,12.0,8,3,0,2,0,0,,,0,0,0
958,15f48884-1f25-49f0-b257-305f1f64ea55,14,26.0,15,0,11,0,0,0,,,2,0,1
570,61e799f0-ff48-4832-a0cd-80cbb276cc74,14,26.0,15,0,11,0,0,0,,,2,0,1
571,a65d2e35-8743-42c1-b2dc-296a19394437,11,2.0,1,0,1,0,0,0,,,2,0,0
573,8288f414-f463-45e4-afc3-1b7fcd0ef3de,8,2.0,1,1,0,0,1,0,,,2,0,1
575,151e46f2-0d8f-4add-8592-fade4fd81c5d,18,9.0,7,3,0,2,0,0,,,0,0,0
576,f72c3604-bf83-46d9-a522-fedb22bf3067,18,12.0,8,3,0,2,0,1,,,0,0,0
577,158890c0-b482-499a-b41d-44460a1dd6e6,13,1.0,1,1,0,0,0,0,,,1,0,1
574,79b9af0b-5c89-4ccf-a722-f4b8e35bd45f,8,17.0,15,0,2,0,1,1,,,2,0,1
572,7ac2e08e-20bc-44e5-b8f7-dda406b58f2b,8,10.0,10,0,1,0,0,1,,,2,0,1
579,66e57b13-4e2b-4631-b2b5-d3e72ad7006e,8,10.0,8,0,2,0,1,0,,,2,0,1
580,f04869d8-1acd-449c-99a8-960c910c2340,18,13.0,9,3,0,2,0,0,3.0,2.0,0,0,0
959,bb3cd8ae-eb9e-40d7-b54a-a3cc7b4fea2a,18,12.0,8,3,0,2,0,0,4.0,,0,0,0
595,fac122b3-f2fd-4a0a-b6d4-1012e42aa9bb,5,9.0,7,3,0,0,0,1,1.0,5.0,1,0,1
960,7937f496-2c3a-42ff-ba32-cfec240e34b4,18,12.0,8,3,0,2,0,0,,,0,0,0
585,e692e212-e887-41c8-b1a8-61685cace3f8,8,10.0,10,0,1,0,0,0,,,2,0,1
586,0948a562-ce87-4fbb-b38f-b05acef5f716,8,17.0,15,0,2,0,1,0,,,2,0,1
589,3b4e35dc-ce25-415d-b3ae-d9389051cc4b,5,9.0,4,3,0,0,0,0,,,1,0,1
590,0b37ce9b-3a84-40b9-88e0-c2fe687e4aba,8,2.0,1,1,0,0,1,0,,,2,0,1
591,dc8855d3-e2fe-489b-a5f2-241d06e61fd9,5,9.0,7,3,0,0,0,0,,,1,0,1
594,b3538f47-345a-4111-8659-7434bed38e6c,13,1.0,1,1,0,0,0,0,3.5,1.5,1,0,1
608,bff5ee81-7f8c-4121-bd32-6bdfc5b5e24b,7,,0,0,0,0,0,0,,,4,0,1
636,b480139b-fb83-4d9b-931b-c0e6e6dab5bc,18,4.0,3,0,1,1,0,0,,,0,0,0
583,2f7d28e1-cde1-4816-afc0-cfe30451d648,4,5.0,4,0,0,1,0,0,,,1,0,1
612,366817ce-d3bd-4286-b483-c207d62ef51d,3,25.0,12,8,3,3,0,0,,,1,0,1
593,49c3b1b3-1e90-4832-a37b-8385da44c9af,8,10.0,8,0,2,0,1,0,3.0,3.0,2,0,1
597,a2c56156-cb1d-4793-8ac2-ccec64cfbcdf,5,9.0,4,3,0,0,0,0,,,1,0,1
598,d98c4af9-cb09-4116-8a7d-bfadfa0edfe2,5,9.0,7,3,0,0,0,0,,,1,0,1
588,c2df4041-a7e4-42ff-bf49-dafeb57f861a,5,9.0,7,3,0,0,0,2,,,1,0,1
599,ae3b4809-b5e9-4500-aa08-9e51dea22ee2,5,9.0,4,3,0,0,0,0,,,1,0,1
438,c35d0c22-9f52-4a35-aa12-da9d4befca8b,18,2.0,2,0,0,1,0,0,3.0,,0,0,0
298,a7b990b5-2e06-4fb4-8ab8-29ef2187f6a9,18,2.0,2,0,0,1,0,0,,,0,0,0
610,1b70f41a-8a28-4c08-8738-2eebd2011d90,8,17.0,15,0,2,0,1,0,3.4285714285714284,3.0,2,0,1
613,fd0319f5-b119-48dd-90b5-e33493dce891,3,25.0,12,8,3,3,0,0,,,1,0,1
623,437816c6-20f1-4c9c-b00b-6ecc10b35f61,15,36.0,19,6,1,2,0,0,,,1,0,0
624,45424f54-462e-432d-a9bf-a2942e7f041e,3,28.0,14,8,3,3,1,0,,,1,0,1
637,68f6a0e3-6188-4e9a-b79a-dc8ffc9ebb84,18,5.0,3,0,2,1,0,0,,,0,0,0
640,54d60565-407f-481f-b76d-3ecf7bb3f5e0,15,36.0,19,6,1,2,0,0,5.0,1.0,1,0,0
647,c95b9b14-e0e0-4dd8-8ac6-af40ec6038fa,3,25.0,12,8,3,3,0,0,,,1,0,1
235,464e1e6b-5a1b-4adc-ba56-f3f7d4e0ff32,18,2.0,2,0,0,1,0,0,,,0,0,0
463,d3de36e7-3f61-423c-aef1-2586878d10fc,18,17.0,14,2,0,2,0,0,3.8,2.0,0,0,0
437,182af0ed-a36e-4e08-b2cb-1a078273343c,18,17.0,14,2,0,2,0,0,2.9,,0,0,0
482,69d069ef-0a92-4125-bb65-0570a5c31ad1,18,12.0,8,3,0,2,0,0,,,0,0,0
426,ccddefcc-90e3-4d96-9d0f-24f32911f3c3,18,12.0,8,3,0,2,0,0,3.7777777777777777,2.4285714285714284,0,0,0
601,fd00f5a1-6239-49ad-be1e-4fa1f2324a59,18,4.0,2,0,2,1,0,0,3.0,3.0,0,0,0
602,567346f6-bbe8-4b1f-ad92-2d07f20a745f,18,4.0,2,0,2,1,0,0,,,0,0,0
603,5a49603f-d809-429e-85bd-e4b029e3ca2d,18,5.0,3,0,2,1,0,0,,,0,0,0
604,aebe5504-e94f-450b-ac41-39a187f78f45,18,4.0,3,0,1,1,0,0,3.0,3.0,0,0,0
605,bf067430-6d3f-4878-b3a3-1e189a5bf43c,18,5.0,3,0,2,1,0,0,,,0,0,0
606,2914ccf9-da3e-44b2-85b9-2af477b005d3,18,5.0,3,0,2,1,0,0,,,0,0,0
607,12b6a325-f758-4b95-9c93-528d0e5caf31,14,37.0,25,0,13,0,0,0,3.872340425531915,2.0,2,0,1
609,665dd9cd-08b0-4f28-9772-03a6b4637269,8,10.0,8,0,2,0,1,0,4.0,2.0,2,0,1
335,6e7b89cc-5221-44ec-bcc9-2dd0a1484268,11,5.0,1,0,1,4,0,0,,,2,1,0
615,1ec0110f-6e9e-4586-b2e0-f2a19487dc63,11,5.0,1,0,1,4,0,0,,,2,1,0
616,761b97a2-7816-4582-81d8-d589a4542260,11,5.0,1,0,1,4,0,0,,,2,1,0
618,579a75c2-79ca-4a74-adc3-1f872b56c170,13,1.0,0,1,0,0,1,0,,,1,0,1
619,6b41b6f6-7f3f-4e41-829e-2aa360dfd697,13,1.0,1,1,0,0,0,0,,,1,0,1
620,9b695ba4-7bbe-468e-88a7-4a5219b07e94,18,12.0,8,3,0,1,0,0,3.4,2.466666666666667,0,0,0
621,48ac90b3-c9a5-44df-8045-df6d22196b5c,18,12.0,8,3,0,2,0,0,3.7777777777777777,3.0,0,0,0
627,458afbb0-6f93-4c61-abeb-7d0aef5ce85a,18,17.0,14,2,0,2,0,0,,,0,0,0
638,0167b1d3-d19f-4abc-9edf-4695c609c622,18,5.0,3,0,2,1,0,0,,,0,0,0
639,c4449a5a-83b2-4b74-ab36-52cd6582ffee,19,40.0,19,14,2,2,0,0,,,1,0,1
642,14c822d4-5b73-44b3-b2b2-792e9f85517f,3,25.0,12,8,3,3,0,0,,,1,0,1
628,1de174fe-41d4-43c6-9843-0e564cbcd1c7,18,2.0,2,0,0,1,0,0,,,0,0,0
629,e8a0a79c-76fb-4bd1-81a1-2aedb6f22bdf,18,12.0,8,3,0,1,0,0,,,0,0,0
630,3f6c7776-892f-423c-8995-f7f9d0e43b62,18,12.0,8,3,0,2,0,0,,,0,0,0
631,7a95ee8d-9f5c-4c28-ba1e-83ab34b38d09,15,36.0,18,6,1,2,0,0,,,1,0,0
632,669e7df1-bfdd-4fd5-906e-5b5e1967e67d,19,39.0,17,14,2,2,1,0,,,1,0,1
633,d10747e4-2a86-4ac4-86ea-3489d31dc18c,18,4.0,2,0,2,1,0,0,,,0,0,0
634,d8321d64-82ad-49ca-9341-adaa4d42d31b,18,4.0,2,0,2,1,0,0,,,0,0,0
635,507d0234-2815-4d98-8743-ae88934f87d8,18,4.0,2,0,2,1,0,0,,,0,0,0
641,3607d9fc-1040-4742-a437-d2b372aa26c5,18,12.0,8,3,0,1,0,0,,,0,0,0
643,e9de705a-2a4a-4f15-94ce-a1417e3f784a,18,17.0,14,2,0,2,0,0,,,0,0,0
644,883e4b13-904f-4e89-9999-977e28ec7d13,15,36.0,19,6,1,2,0,0,,,1,0,0
645,02c02dec-82bf-4552-98b7-c84824f5e9b9,18,12.0,8,3,0,2,0,0,,,0,0,0
649,3a09aab6-5310-4504-a973-f04d7f815d57,15,0.0,0,1,0,0,0,0,,,1,0,0
592,b904de0c-4b22-4139-81bc-a5dfda5ceefc,2,3.0,2,1,0,1,0,5,4.0,1.631578947368421,1,0,1
650,18ad999f-4a55-40ab-9d25-be3ae2125b15,13,1.0,1,1,0,0,0,0,2.8,3.0,1,0,1
961,e6932e78-4a17-4e04-a84e-fde565d6affc,18,12.0,8,3,0,2,0,0,4.4375,2.0,0,0,0
651,c73772b2-7e37-4d67-a247-94744de2987f,15,36.0,19,6,1,2,0,0,4.2105263157894735,,1,1,0
962,0e60d670-b2aa-46ad-bb7b-0a291e1fd8b6,18,12.0,8,3,0,2,0,0,4.0,,0,0,0
516,a57e5338-c0ca-434e-bf82-afb31e94e546,18,11.0,8,3,0,2,0,0,3.909090909090909,2.3636363636363638,0,0,0
512,a43b132d-f5e7-4db0-8dde-b01c0e8dd01b,14,37.0,25,0,13,0,0,0,,,2,0,1
2,c6f1109a-af4d-4c05-bd93-daf9eb874e2d,3,29.0,18,8,4,3,0,14,,,1,0,1
652,4dd6e337-3e09-4d44-a6b0-290b7bf5d92c,7,6.0,5,0,2,0,0,2,,,4,0,1
655,21db8a46-0e0d-4934-a647-bff7095ce11c,7,6.0,6,0,3,0,0,1,,,4,0,1
653,7b28b0d2-58ca-4d7c-8024-9720f3fac7ce,7,6.0,6,0,3,0,0,1,,,4,0,1
654,03b2498c-41bd-4363-a9e3-9ba811b5ae91,7,6.0,6,0,3,0,0,1,,,4,0,1
52,571f458a-66f7-4f0d-bbf8-e11cc738780d,7,2.0,3,0,0,0,0,0,,,4,0,1
657,8b034805-bd5d-4ca5-89c7-ba32c742a3c5,7,6.0,5,0,3,0,0,1,,,4,0,1
658,ff69ae61-1895-4328-973b-ae9b1bf5a048,7,6.0,5,0,3,0,0,1,,,4,0,1
664,ee930713-e40b-4471-8635-1a12a05378c3,19,39.0,17,14,2,2,1,0,,,1,0,1
659,bfff0de8-d3e7-4cb5-9894-d746a6b85063,7,6.0,5,0,3,0,0,1,,,4,0,1
661,fb633063-a3da-4ec8-9320-1ae3ff8f3bd6,15,36.0,19,6,1,2,0,0,,,1,1,0
665,200b419a-5753-4389-9883-f988b9a71ee7,19,40.0,19,14,2,2,0,0,,,1,0,1
662,42dcb5d4-3ede-48ab-abe4-9286b3a0cfed,14,26.0,15,0,11,0,0,0,,,2,0,1
666,55da4b1e-6421-4515-8da8-62430e7687be,19,38.0,16,14,2,2,0,0,,,1,0,1
667,5365e67d-22af-4843-8034-991766b9b5b1,3,25.0,12,8,3,3,0,0,,,1,0,1
668,24043aec-f956-411c-a6ef-487e5c497827,3,28.0,14,8,3,3,1,0,,,1,0,1
669,5ee7dde6-60a8-4b33-b38a-0990cd0fd959,3,26.0,12,8,3,3,1,0,,,1,0,1
963,bc4d5f2a-8d07-47ef-9512-8a7bbbe782e7,15,24.0,15,3,0,1,0,0,4.0,,1,0,0
672,3a2636d5-f970-4470-9589-f08a19e79e8b,11,2.0,1,0,2,0,0,0,,,2,1,0
663,ea7faa7e-7bf0-4318-9f01-9a7611835b4e,11,4.0,1,0,3,1,0,0,,,2,1,0
660,d531af19-38d2-46eb-b3ea-248635982404,15,36.0,19,6,1,2,0,0,,,1,1,0
656,9d44e1eb-1c20-43f1-b7f7-16b556c09a27,7,6.0,5,0,3,0,0,1,,,4,0,1
673,621927a9-85ce-47a4-b67f-1a928d0d31ae,11,2.0,1,0,2,0,0,0,,,2,1,0
671,9399271c-b12a-470c-884b-aaa9b616f8b4,11,2.0,1,0,1,0,0,0,,,2,1,0
674,f2888860-402d-477a-a81b-fcd71c596093,11,2.0,1,0,1,0,0,0,,,2,1,0
675,9fe1eb60-90d4-4ff9-ba2c-68027c1cfc8a,11,4.0,1,0,3,1,0,0,,,2,1,0
670,9d3cc881-7496-48a3-a43a-71883cbfc869,11,4.0,1,0,1,4,0,1,,,2,1,0
676,84ec5c04-e601-4c25-b3c9-801f05442f8a,11,2.0,1,0,1,0,0,0,,,2,0,0
50,5efed151-6727-4d82-aab7-431337846908,14,29.0,36,0,21,0,0,3,,,2,0,1
65,4b8b2934-33f9-434a-8740-9b060adf99ad,11,4.0,1,0,3,1,0,3,,,2,0,0
64,91c06802-bcfb-4d1d-881f-79bdf0ada00d,11,4.0,1,0,3,1,0,3,,,2,0,0
51,90be3d8e-d7c9-49c6-beee-c77a81b02bdc,11,5.0,1,0,1,4,0,6,,,2,0,0
58,5f502334-7490-4d1e-9743-954b13c82b47,11,2.0,1,0,2,0,0,4,,,2,0,0
61,70d05953-0aeb-40ae-9fa8-b2bada7aed13,11,3.0,2,0,2,0,0,3,,,2,0,0
710,559c619e-7330-4200-bd18-5c3e4db3013f,13,1.0,1,1,0,0,0,0,,,1,0,1
89,114f2672-2aae-448a-a916-c6ecf82b9df3,18,5.0,6,0,3,2,0,4,,,0,0,0
38,72a19934-0da0-402a-9217-05078fd153d6,18,12.0,8,4,0,1,0,3,,,0,0,0
691,eaf5ebe4-dfc3-4526-96a1-a787c7705c87,18,11.0,8,3,0,2,0,0,3.7333333333333334,2.5,0,0,0
229,96cb66e4-d8fe-43ef-b256-f12793193ba0,4,5.0,5,0,0,1,0,2,,,1,0,1
204,31084473-11ac-4b3e-9594-7f837d2f486d,5,9.0,7,3,0,0,0,2,,,1,0,1
205,65728cbc-226a-4a74-94f7-bdbf5704a4c6,5,9.0,7,3,0,0,0,1,,,1,0,1
100,bdea9d5d-2107-43e5-9664-d37d9a31dca6,19,39.0,23,14,2,2,1,1,,,1,0,1
161,1337b42a-bb7e-474e-ba38-bebcf8c060d4,19,0.0,0,1,0,0,0,1,,,1,0,1
160,891fae4c-ba04-4cc7-9be3-352f487742e6,19,0.0,0,1,0,0,0,2,,,1,0,1
519,9a742e95-e108-4b0a-8c8e-c3c794c2d02c,6,10.0,7,4,0,0,0,1,,,1,0,1
86,7e2dd9d0-b225-4c9e-89a8-14de407d9d30,8,10.0,10,0,2,0,1,7,,,2,0,1
88,e8086fca-9b55-420f-9ef2-4e6e2f9d3186,8,10.0,22,0,2,0,1,3,,,2,0,1
403,c686e869-8b2c-496a-827d-f5ebbac409a0,12,7.0,7,0,0,2,1,3,,,3,0,0
179,b8a22d15-2e70-4877-8065-21490656b876,12,7.0,5,0,0,2,1,2,,,3,0,0
1,67306f18-a289-4311-9f7a-1ac549b308e3,15,36.0,30,6,3,2,0,4,,,1,0,0
81,ee38f59c-9fd6-47db-a2b6-6be10c10b2d9,18,4.0,2,0,2,1,0,9,,,0,0,0
39,d4ecd36f-9822-42e8-a331-5ccf4624066f,18,12.0,8,4,0,2,0,7,,,0,0,0
37,964ac006-717e-498e-acb6-12206ebd30da,18,2.0,2,0,0,1,0,7,,,0,0,0
677,77cf25a4-eda5-4aeb-b4c0-3e0fb5479485,12,7.0,5,0,0,2,1,0,4.55,,3,0,0
678,fdeed82d-7b8a-4066-b32a-390cf4bd6a8e,12,7.0,5,0,0,2,1,0,,,3,0,0
679,bdddaa94-37dd-4b21-9c53-acff9bfc7c71,12,7.0,5,0,0,2,1,0,4.516666666666667,,3,0,0
680,95c6104c-824a-48cc-a103-a07d00f3930f,12,8.0,4,0,0,4,1,0,,,3,0,0
681,17947868-4c66-48c4-8a7f-677bd404b5dc,3,25.0,12,8,3,3,0,0,,,1,0,1
683,994686bd-96dd-432f-8285-9b5f57d0ae3c,3,25.0,12,8,3,3,0,0,2.5,,1,0,1
684,59662062-96fc-4883-988b-140019d76339,15,36.0,19,6,1,2,0,0,,,1,0,0
685,9f022a12-5349-4d29-8966-3623ff6145bc,3,28.0,14,8,3,3,1,0,,,1,0,1
686,cec78999-8a66-4204-9d51-14366de18e89,3,26.0,12,8,3,3,1,0,,,1,0,1
687,0ad8673d-bdc6-40ee-975b-6d53d7f17ffa,12,7.0,5,0,0,2,1,0,,,3,0,0
688,1abe6321-c63d-4215-a784-3b22995707e8,12,7.0,5,0,0,2,1,0,,,3,0,0
689,ef3b1476-d1ec-4d04-b0f8-6638ee63debf,12,8.0,4,0,0,4,1,0,3.90625,,3,0,0
690,892685fa-dbeb-41b4-9662-2ff0b16be8e1,8,3.0,1,1,0,1,1,0,,,2,0,1
693,acbd2eb9-7e0c-41c5-99de-779bae6e391b,18,12.0,8,3,0,2,0,0,,,0,0,0
695,9e1adf48-56de-47c2-8c70-c0f8b627ed39,18,12.0,8,3,0,2,0,0,,,0,0,0
696,698a6e62-9bc7-4bcd-b2cd-f35a05349beb,18,12.0,8,4,0,2,0,0,3.8,3.6666666666666665,0,0,0
694,4fc64a08-3a25-4701-84fa-a5ba0aece24a,18,12.0,8,3,0,2,0,0,,,0,0,0
697,f3e533c9-c9db-4f7f-9a9a-a4c9621a3e22,18,12.0,8,3,0,2,0,0,,,0,0,0
698,db01333f-9cec-49b4-af77-dbaa428c198d,18,11.0,8,3,0,2,0,0,,,0,0,0
699,b395165e-4315-4e67-b65e-666efde985c7,18,11.0,8,3,0,2,0,0,,,0,0,0
700,12d8db0c-4c43-4f71-91a0-456366510de7,18,12.0,8,3,0,2,0,0,,,0,0,0
713,15e0ddfa-7767-492e-9ea4-64136d039fb9,15,36.0,18,6,1,2,0,0,4.0,,1,1,0
712,327b5538-18b2-47e4-bb9c-db056f5ebd32,15,26.0,16,4,0,1,0,0,,,1,1,0
701,4f5fc804-690c-40be-93a4-031769aaf5da,18,11.0,8,3,0,2,0,0,,,0,0,0
964,3bf7cd44-e867-485f-8dda-6fe0d7981cd3,8,2.0,1,1,0,0,1,0,3.4358974358974357,2.1794871794871793,2,0,1
702,2a114465-572b-4946-8b7d-a477936b0eb8,18,11.0,8,3,0,2,0,0,3.0,4.5,0,0,0
692,15359c32-9784-4af2-a12a-577d3a4fc949,18,12.0,8,3,0,2,0,0,,,0,0,0
703,10113e57-c860-453c-80a7-fb136042eb43,3,25.0,12,8,3,3,0,0,,,1,0,1
704,6b8d56ef-7831-4233-8a0e-602612bee7f9,18,11.0,8,3,0,2,0,0,,,0,0,0
705,9be12eb0-6055-4e2f-bddb-4fa0ffa39599,15,26.0,16,4,0,1,0,0,,,1,0,0
706,fd66dcb8-25a7-4690-bc81-760ed3e49422,14,25.0,15,0,11,0,0,0,2.0,3.75,2,0,1
707,f9398946-fbde-475c-b65b-8e609dab93a3,14,37.0,25,0,13,0,0,0,,,2,0,1
708,03e36028-3d3a-405e-9372-ea3e009b9ea2,14,26.0,15,0,11,0,0,0,4.189655172413793,2.3448275862068964,2,0,1
596,4c4a9d55-6d3c-43fb-be6c-1aca2d7348e7,14,25.0,15,0,11,0,0,1,4.0,2.05,2,0,1
709,04d29db8-6c34-4687-a576-29478d4b40b5,14,25.0,15,0,11,0,0,0,3.7777777777777777,3.111111111111111,2,0,1
587,4b94786b-833c-4094-96a8-83b637d5d369,8,10.0,8,0,2,0,1,1,3.808080808080808,2.3535353535353534,2,0,1
714,76ca55d0-86d5-4af9-87e4-dda1a5187f88,15,36.0,19,6,1,2,0,0,4.161904761904762,,1,1,0
717,36594704-6b23-4d9e-8498-3984ebdf4cd0,15,0.0,0,1,0,0,0,0,,,1,1,0
722,3e0ee200-77a0-4b19-ad12-6db6f0401cb4,11,1.0,1,0,0,0,0,0,5.0,,2,1,0
469,732d161d-d98b-45e9-972f-9da42367009a,12,7.0,5,0,0,2,1,0,,,3,1,0
719,a8950c23-4aa8-4ee9-b18b-0a0e5d760cd9,5,9.0,4,3,0,0,0,1,,,1,0,1
720,e235f3f2-d72f-4496-8cad-5b7e8e43394c,8,10.0,10,0,1,0,0,0,,,2,0,1
581,d1eb88c5-718f-4cd1-bee7-f018c43d76fb,4,5.0,5,0,0,1,0,1,5.0,2.0,1,0,1
682,e4914825-fa97-4b2f-8199-7f803ac122da,15,36.0,19,6,1,2,0,0,,,1,0,0
721,48110a0e-152c-4723-93f5-512584765f1b,13,1.0,1,1,0,0,0,0,,,1,0,1
715,c500cfa1-dd2a-4526-9ce3-5e0e4c38afb0,15,29.0,17,4,0,1,0,0,,,1,1,0
716,90bd65e4-0c45-4c27-81e6-d96d73ab6031,15,29.0,17,4,0,1,0,0,,,1,1,0
723,d042732b-f2e0-4025-931b-77746e85970b,11,2.0,1,0,1,0,0,0,4.0,,2,1,0
724,c64c4899-4264-45fd-9f7d-399cdd1a797e,11,2.0,1,0,1,0,0,0,3.3333333333333335,,2,1,0
725,a47fdff9-daef-41c6-900a-f3d1bdadddb1,11,4.0,1,0,2,1,0,0,,,2,1,0
726,24f3b2a5-551f-4e36-acd0-da7067d7cffa,11,4.0,1,0,3,1,0,0,4.0,,2,1,0
727,174389f9-ec7c-4867-a9bd-332a6f336b9f,11,4.0,1,0,3,1,0,0,,,2,1,0
965,48b9e49a-7ef9-4092-9038-391714d91f69,15,26.0,16,4,0,1,0,0,3.0,,1,0,0
728,23d2698c-08e9-438f-8213-278468509413,11,1.0,1,0,0,0,0,0,,,2,1,0
729,ddcac492-6db3-4d0c-b5c2-3a06af0a1c3b,11,2.0,1,0,1,0,0,0,,,2,1,0
730,0f210494-0d9d-4a9c-986c-04665d1183c7,11,2.0,1,0,1,0,0,0,5.0,,2,1,0
731,831cb376-d238-462f-bf59-9064eca712eb,11,4.0,1,0,2,1,0,0,,,2,1,0
732,90b5fd36-0733-424c-bb97-1c67555eec9c,11,4.0,1,0,3,1,0,0,,,2,1,0
733,51caab84-a95f-4c08-8d8d-700f03f9591f,11,4.0,1,0,3,1,0,0,5.0,,2,1,0
734,2a3a3a0b-0b48-44e4-a91b-edc1509452dc,8,2.0,1,1,0,0,1,0,3.6666666666666665,3.0,2,0,1
735,580f3f4e-d743-4b21-a656-ed3b92e29dda,15,36.0,19,6,1,2,0,0,3.2857142857142856,,1,0,0
736,0be419db-8475-4d98-bb93-69eae3fb57b1,15,26.0,16,4,0,1,0,0,,,1,0,0
737,99f25e92-2b82-4114-9bc5-3d5d5c52766e,15,36.0,18,6,1,2,0,0,,,1,0,0
738,cf7065a0-0e68-47b3-99e5-410c93e86db3,15,36.0,19,6,1,2,0,0,,,1,0,0
739,1efcbb63-0a4f-456c-ab4d-e372ef1715b2,15,29.0,17,4,0,1,0,0,,,1,0,0
740,03e3c9fb-1f87-4402-8c0b-027215c659a3,15,29.0,17,4,0,1,0,0,,,1,0,0
741,4369d6ed-e823-46a3-b080-2cb5d6451d53,15,24.0,15,3,0,1,0,0,,,1,0,0
742,79954894-4c1e-4838-8de0-0806db53ad18,15,27.0,16,3,0,1,0,0,,,1,0,0
743,97436117-2b15-482d-a389-5c51024ffd64,15,26.0,16,3,0,1,0,0,,,1,0,0
744,c2d6086f-94d0-4376-9c43-2d1107313ce6,15,0.0,0,1,0,0,0,0,,,1,0,0
745,34abbbb9-8622-4a1e-8b36-8db184d697c9,15,0.0,0,1,0,0,0,0,,,1,0,0
