id,school_id,Number of Started Assigned Learning Activities,Number of Completed Assigned Learning Activities,Ratio of Completed Learning Activities to Assigned Learning Activities,Total Time in Completed Learning Activities,Average Time in Completed Learning Activities,Number of Exercise Activities,Number of Engagement Activities,Number of Comunication Activities,Number of Video Activities,Number of Game Activities,Number of Free Learning Activities,Number of Unique Free Learning Activities,Number of Started Learning Tracks,Number of Completed Learning Tracks,Total Time in Completed Learning Tracks,Average Time in Completed Learning Tracks,Number of Language Learning Tracks Started,Number of STEM Learning Tracks Started,Number of Music Learning Tracks Started,Number of Religion Learning Tracks Started,Number of Problems,Average Difficulty Rating,Average Fun Rating
949c0060-aa0b-4d25-8cd4-5edfec9e29fc,10,43,40,0.5333333333333333,3 days 07:55:36.236745,0 days 01:59:53.405918625,26,11,1,5,0,0,0,4,2,1 days 01:12:29.529000,0 days 12:36:14.764500,2,0,0,0,0,,4.514285714285714
bd9004f2-3d1a-4792-9638-af69bc9b6b6f,10,44,40,0.5633802816901409,2 days 02:52:44.156786,0 days 01:16:19.103919650,24,10,3,6,1,0,0,5,1,0 days 00:51:39.678000,0 days 00:51:39.678000,2,0,1,0,0,,3.909090909090909
30f5ecb3-1647-4d8f-afb0-0eb7ad9dd554,10,39,37,0.5967741935483871,0 days 02:56:25.979784,0 days 00:04:46.107561729,23,9,3,4,0,0,0,3,0,,,2,0,0,0,0,,4.774193548387097
f7551fad-fab6-4515-9027-ca2ae6b7fb2d,10,43,35,0.546875,6 days 18:33:59.966671,0 days 04:38:41.141904885,25,8,3,6,1,0,0,5,0,,,1,0,1,0,0,,3.8666666666666667
19ef044c-4323-4f94-8300-fdc6cfc72d4f,10,41,37,0.6271186440677966,1 days 10:40:03.666101,0 days 00:56:13.072056783,22,10,4,5,0,0,0,4,2,1 days 01:08:49.112000,0 days 12:34:24.556000,1,0,0,0,0,,3.740740740740741
3b443af8-b603-4cbb-a821-7980dae6f5cc,10,52,47,0.5108695652173914,2 days 07:29:50.098853,0 days 01:10:50.853167085,32,9,3,7,1,0,0,6,2,2 days 00:11:49.918000,1 days 00:05:54.959000,2,0,1,0,0,,4.076923076923077
628f337b-9a19-48e0-abdf-a5c602aef6af,10,35,32,0.5423728813559322,0 days 22:16:06.831074,0 days 00:41:45.213471062,21,9,1,4,0,0,0,3,1,0 days 01:47:39.558000,0 days 01:47:39.558000,2,0,0,0,0,,4.037037037037037
ef96d7ce-78d6-433d-990b-7d6877e97917,10,43,41,0.5,8 days 01:42:03.577751,0 days 04:43:27.892140268,24,11,1,6,1,0,0,5,1,0 days 00:11:25.247000,0 days 00:11:25.247000,2,0,1,0,1,,3.7714285714285714
dff38ed1-df74-483a-9b1e-56e611c2f26c,10,57,55,0.6875,3 days 04:08:50.042746,0 days 01:23:04.182595381,36,12,3,6,0,0,0,5,3,1 days 01:40:07.479000,0 days 08:33:22.493000,2,0,0,0,0,,4.51063829787234
714d0685-1641-4ce2-a771-ae40c876e115,10,57,53,0.6463414634146342,7 days 05:35:33.897552,0 days 03:16:31.205614188,37,11,1,7,1,0,0,5,2,0 days 06:36:23.234000,0 days 03:18:11.617000,2,0,1,0,0,,3.702127659574468
b02c62e4-a3e0-4cbd-9f8c-5ebc162ed28c,10,62,61,0.7011494252873564,9 days 04:22:55.879754,0 days 03:36:46.161963180,39,11,3,8,1,0,0,6,3,1 days 02:13:35.107000,0 days 08:44:31.702333333,2,0,1,0,0,,4.388888888888889
8c0f59cc-4989-4f57-a217-a8e58ffc5a78,10,39,37,0.578125,1 days 01:48:28.165233,0 days 00:41:51.031492783,25,9,1,4,0,0,0,4,1,0 days 20:38:44.098000,0 days 20:38:44.098000,2,0,0,0,0,,4.121212121212121
080db208-20e2-4828-9a88-dd0a12da7c61,10,60,55,0.6875,8 days 22:09:30.428212,0 days 03:53:37.644149309,37,13,3,7,0,0,0,5,2,1 days 01:14:43.584000,0 days 12:37:21.792000,2,0,0,0,1,,4.068181818181818
073977c8-1b44-401a-80c6-304a827ce426,10,54,53,0.6794871794871795,9 days 07:57:03.082723,0 days 04:13:31.756277792,34,11,3,6,0,0,0,5,2,1 days 01:07:18.487000,0 days 12:33:39.243500,2,0,0,0,0,,4.866666666666666
b0e890b1-e129-42aa-ba7e-b440f2faa9c3,10,24,23,0.6388888888888888,0 days 01:41:08.852451,0 days 00:04:23.863150043,16,5,1,2,0,0,0,1,0,,,1,0,0,0,0,,4.681818181818182
5b3927a0-d5b5-4ed1-b19b-36b75aff1f34,10,49,43,0.5058823529411764,5 days 12:44:06.313824,0 days 03:05:12.704972651,30,11,1,6,1,0,0,4,0,,,2,0,1,0,0,,4.27027027027027
f1148c03-1221-4f48-80c2-b75c5cd5d53c,10,40,38,0.6440677966101694,3 days 04:29:03.071186,0 days 02:00:45.870294368,23,8,3,6,0,0,0,4,1,0 days 00:52:05.750000,0 days 00:52:05.750000,1,0,0,0,0,,4.382352941176471
63c434f6-efcf-4148-acf0-23de9f0c59ad,10,37,35,0.5303030303030303,2 days 01:26:22.095035,0 days 01:24:45.202715285,21,9,1,5,1,0,0,4,1,0 days 00:06:45.288000,0 days 00:06:45.288000,2,0,1,0,0,,3.7096774193548385
ef136b91-268c-4ebb-92f1-11401f42f8f1,10,28,26,0.5,5 days 02:27:23.396884,0 days 04:42:35.515264769,17,7,1,3,0,0,0,2,0,,,1,0,0,0,0,,3.608695652173913
31603069-2173-4eab-bf13-3d5bb664a77f,10,48,47,0.7121212121212122,1 days 03:52:00.888817,0 days 00:35:34.486996106,31,10,1,5,1,0,0,4,2,1 days 00:57:35.648000,0 days 12:28:47.824000,2,0,1,0,1,,4.926829268292683
9ca9ed05-8729-4832-ae4d-aad7b5aab66e,10,67,64,0.7619047619047619,5 days 03:00:35.092333,0 days 01:55:19.298317703,49,13,1,4,0,0,0,3,2,7 days 23:25:44.378000,3 days 23:42:52.189000,3,0,0,0,1,,4.296296296296297
ac4886bd-9221-450d-a113-a058ff4748b3,10,42,41,0.5189873417721519,2 days 22:16:42.714739,0 days 01:42:50.797920463,26,6,3,6,1,0,0,5,3,1 days 02:26:38.453000,0 days 08:48:52.817666666,2,0,1,0,0,,3.810810810810811
77fa479f-404c-4823-a302-9fc06ac680f5,10,147,145,0.6971153846153846,11 days 07:30:02.417388,0 days 01:52:20.706326813,101,31,3,11,1,0,0,8,6,16 days 00:30:47.402000,2 days 16:05:07.900333333,7,0,1,0,0,,4.516129032258065
04ea29d1-e57a-4f05-8567-d871f97e30d2,10,0,0,,,,0,0,0,0,0,1,1,0,0,,,0,0,0,0,0,,
0d08dea8-02eb-46e5-85d3-34fcb44536f8,10,78,78,0.8571428571428571,6 days 05:05:24.213701,0 days 01:54:41.079662833,57,13,1,6,1,0,0,4,4,11 days 01:25:16.419000,2 days 18:21:19.104750,3,0,1,0,2,,2.8208955223880596
32d8feb3-01f2-4dc4-897b-e9d2e7fdf4f9,10,69,69,0.8214285714285714,5 days 02:27:28.766961,0 days 01:46:29.112564652,52,12,1,4,0,0,0,3,3,8 days 01:47:46.442000,2 days 16:35:55.480666666,3,0,0,0,0,,2.3666666666666667
0b736f0e-5256-4a38-801e-df1b1e3d56c3,10,67,66,0.7857142857142857,4 days 01:55:17.794307,0 days 01:29:01.178701621,49,13,1,4,0,0,0,3,2,8 days 00:13:57.027000,4 days 00:06:58.513500,3,0,0,0,0,,3.913793103448276
0a765d1c-b0d2-4049-8cc5-05f3598e2e28,10,59,57,0.6477272727272727,8 days 00:28:50.398470,0 days 03:22:36.673657368,40,13,1,4,1,0,0,4,2,8 days 00:16:36.461000,4 days 00:08:18.230500,3,0,1,0,0,,1.0851063829787233
92d19ec0-c168-4eea-bc6c-f2152b6d8191,10,20,20,0.38461538461538464,0 days 00:49:58.314413,0 days 00:02:29.915720650,12,5,1,2,0,0,0,2,0,,,1,0,0,0,0,,4.388888888888889
562cfb23-db52-4ccb-88cc-21141f2ed596,10,66,65,0.8024691358024691,3 days 02:22:29.851944,0 days 01:08:39.228491446,47,14,1,4,0,0,0,3,2,8 days 00:07:19.467000,4 days 00:03:39.733500,3,0,0,0,0,,3.4285714285714284
7ca26148-72fe-4f45-a576-2d3cd405f92b,10,63,63,0.6923076923076923,9 days 00:36:38.216291,0 days 03:26:17.749464936,43,12,1,6,1,0,0,4,3,10 days 00:58:13.893000,3 days 08:19:24.631000,3,0,1,0,0,,3.5576923076923075
bb49ba6e-7531-46e4-971a-63fb868e5783,10,67,67,0.7362637362637363,11 days 02:10:30.884797,0 days 03:58:21.953504432,46,13,1,6,1,0,0,4,3,12 days 00:55:24.701000,4 days 00:18:28.233666666,3,0,1,0,0,,3.982142857142857
3ee9e6d4-ae16-483a-9a41-a3aa7bf0d166,10,65,64,0.7619047619047619,9 days 01:15:23.994378,0 days 03:23:40.687412156,47,13,1,4,0,0,0,3,2,8 days 00:20:25.014000,4 days 00:10:12.507000,3,0,0,0,0,,3.8214285714285716
1006ae1b-20ee-49d1-af2a-e6ba4bc0a66a,10,50,49,0.7903225806451613,5 days 02:15:33.681989,0 days 02:29:42.320040591,34,9,1,5,1,0,0,3,2,7 days 02:29:07.736000,3 days 13:14:33.868000,2,0,1,0,0,,3.2790697674418605
8062c21c-42da-4429-8375-15dd935c5983,10,71,69,0.7582417582417582,8 days 01:18:44.342656,0 days 02:48:05.860038492,50,13,1,6,1,0,0,4,3,11 days 02:08:16.576000,3 days 16:42:45.525333333,3,0,1,0,2,,3.4827586206896552
b5c96ec7-ecfa-4693-b12b-49aed58670dd,10,42,41,0.6307692307692307,8 days 22:54:27.614306,0 days 05:14:29.941812341,28,10,1,3,0,0,0,2,1,3 days 23:00:13.034000,3 days 23:00:13.034000,2,0,0,0,1,,3.1666666666666665
a07d4e2f-f6a7-4bf4-965f-59f0634b87b4,10,70,70,0.7692307692307693,8 days 01:38:40.131559,0 days 02:45:58.859022271,49,13,1,6,1,0,0,4,3,10 days 23:50:13.591000,3 days 15:56:44.530333333,3,0,1,0,1,,4.661016949152542
d417140c-44bd-4dd4-bed8-11c46d0954b1,10,46,45,0.625,6 days 04:10:51.526923,0 days 03:17:34.478376066,31,10,1,3,1,0,0,3,1,3 days 00:56:54.631000,3 days 00:56:54.631000,2,0,1,0,0,,3.923076923076923
c73632a2-87a9-4a89-a803-886b706e86fb,10,52,49,0.6125,9 days 03:44:22.358576,0 days 04:29:04.129766857,33,11,1,6,1,0,0,4,1,1 days 00:17:10.376000,1 days 00:17:10.376000,2,0,1,0,0,,3.0
4da8ac34-4300-48c5-851f-c27ad0bbea72,10,74,73,0.8021978021978022,7 days 01:09:39.265261,0 days 02:19:02.181715904,53,13,1,6,1,0,0,4,4,12 days 01:47:50.182000,3 days 00:26:57.545500,3,0,1,0,0,,3.5806451612903225
fa6bd0b2-0b2e-4c86-9ebd-09bb7f1845de,10,48,47,0.5108695652173914,12 days 20:37:20.615366,0 days 06:33:59.162029063,28,12,1,6,1,0,0,4,1,1 days 00:26:00.771000,1 days 00:26:00.771000,3,0,1,0,0,,2.9722222222222223
93c2b1f3-e93f-4a59-b274-91950b9b13f8,10,68,66,0.75,6 days 05:30:00.253311,0 days 02:15:54.549292590,47,13,1,6,1,0,0,4,3,9 days 02:27:01.076000,3 days 00:49:00.358666666,3,0,1,0,1,,3.4
60359ce7-5677-46ec-aa52-e4c4bb77b99d,10,76,76,0.8351648351648352,3 days 02:01:14.990989,0 days 00:58:26.249881434,55,13,1,6,1,0,0,4,3,10 days 02:21:52.231000,3 days 08:47:17.410333333,3,0,1,0,0,,2.8153846153846156
ff5db983-0b98-4761-b210-00323f92ba43,10,68,68,0.7472527472527473,8 days 01:17:11.700871,0 days 02:50:32.819130455,46,14,1,6,1,0,0,4,3,11 days 00:19:09.221000,3 days 16:06:23.073666666,3,0,1,0,1,,3.357142857142857
6434c33e-1247-4868-893c-b839a34964e1,11,7,5,0.5,6 days 23:42:57.142793,1 days 09:32:35.428558600,4,0,2,0,1,0,0,1,0,,,0,1,0,0,0,2.0,3.3333333333333335
596e557f-f3ec-483b-bde3-a500f6413d5a,11,8,8,0.8,21 days 01:59:14.722178,2 days 15:14:54.340272250,5,0,2,0,1,0,0,1,1,21 days 01:08:01.014000,21 days 01:08:01.014000,0,1,0,0,0,2.4,3.8
8eb6f692-9556-4d2c-b2e3-1aefb3e7f9a0,11,10,7,0.7,0 days 00:41:49.415669,0 days 00:05:58.487952714,7,0,2,0,1,0,0,1,0,,,0,1,0,0,0,2.8,2.8
1a697ee0-ff1e-4b00-b304-b9a9d80e34e1,11,9,5,0.5,7 days 00:36:35.223982,1 days 09:43:19.044796400,6,0,2,0,1,0,0,1,0,,,0,1,0,0,0,1.6666666666666667,2.6666666666666665
ff12097c-e48e-4a9f-8207-b9ef30863659,11,7,6,0.6,21 days 01:01:18.552774,3 days 12:10:13.092129,6,0,1,0,0,0,0,1,0,,,0,1,0,0,0,1.8,4.2
fc7f98cb-929d-4a57-a53f-ae5637159acc,11,9,6,0.6,0 days 00:36:29.627488,0 days 00:06:04.937914666,6,0,2,0,1,0,0,1,0,,,0,1,0,0,0,1.0,5.0
2eefa669-051f-4362-a711-95aa68300e77,11,4,2,0.2,13 days 23:41:30.421536,6 days 23:50:45.210768,3,0,1,0,0,0,0,1,0,,,0,1,0,0,0,3.0,3.0
861b7369-7fbd-4e84-b31b-98db88c9cab2,11,6,4,0.4,13 days 23:32:42.578604,3 days 11:53:10.644651,3,0,2,0,1,0,0,1,0,,,0,1,0,0,0,2.0,4.5
a76b8cca-7511-4553-b004-973c42dd3f38,11,7,6,0.6,20 days 23:54:04.779409,3 days 11:59:00.796568166,4,0,2,0,1,0,0,1,0,,,0,1,0,0,0,1.75,3.75
74842efe-a5be-4642-b0a0-ecbcd9d6635d,11,8,8,0.8,21 days 00:55:53.049324,2 days 15:06:59.131165500,5,0,2,0,1,0,0,1,1,21 days 01:08:07.791000,21 days 01:08:07.791000,0,1,0,0,0,2.0,4.8
d39a0459-cc8d-431e-a06f-669564722cda,11,8,7,0.7,14 days 02:02:36.392092,2 days 00:17:30.913156,5,0,2,0,1,0,0,1,0,,,0,1,0,0,0,1.0,5.0
bef423e2-c9c4-432f-b12d-1d5c0bbf0f21,11,9,7,0.7,0 days 01:26:50.756760,0 days 00:12:24.393822857,6,0,2,0,1,0,0,1,0,,,0,1,0,0,0,2.6,3.4
0ad60465-f8b6-4946-95bc-446eebe194d6,11,7,6,0.6,31 days 00:48:45.779601,5 days 04:08:07.629933500,4,0,2,0,1,0,0,1,1,31 days 00:51:41.095000,31 days 00:51:41.095000,0,1,0,0,0,2.0,4.0
a2013924-e32f-45d6-80da-4a2030e857b9,11,3,2,0.2,13 days 23:36:20.783603,6 days 23:48:10.391801500,2,0,1,0,0,0,0,1,0,,,0,1,0,0,0,3.0,4.0
469a3460-bd5b-4c99-97f5-4dbb79169a10,11,5,5,0.5,9 days 09:18:04.601309,1 days 21:03:36.920261800,2,0,2,0,1,0,0,1,0,,,0,1,0,0,0,1.5,4.5
7ee8552b-6107-4510-b7a9-04d922287a51,11,6,5,0.5,14 days 00:07:52.180745,2 days 19:13:34.436149,3,0,2,0,1,0,0,1,0,,,0,1,0,0,0,2.0,4.0
86d1ae69-5bc3-446b-8ab4-ed76499a8f0f,11,6,6,0.6,0 days 00:45:52.114819,0 days 00:07:38.685803166,3,0,2,0,1,0,0,1,1,0 days 09:03:19.359000,0 days 09:03:19.359000,0,1,0,0,0,2.5,4.0
1e264ce4-02c5-443c-ae8b-ad0d76b66311,11,6,5,0.5,21 days 00:49:40.471043,4 days 04:57:56.094208600,3,0,2,0,1,0,0,1,0,,,0,1,0,0,0,2.5,4.0
87a26264-14c5-493a-92e0-930a7138f7d8,11,7,6,0.6,14 days 00:34:17.157200,2 days 08:05:42.859533333,4,0,2,0,1,0,0,1,0,,,0,1,0,0,0,2.25,4.5
47aed5dd-0524-4f5d-a0a7-41b555bc1db0,11,7,5,0.5,6 days 23:17:28.261558,1 days 09:27:29.652311600,4,0,2,0,1,0,0,1,0,,,0,1,0,0,0,2.6666666666666665,3.0
2b898f74-26c0-476c-bc25-5e128c8f4251,11,6,5,0.5,7 days 00:22:55.509342,1 days 09:40:35.101868400,3,0,2,0,1,0,0,1,0,,,0,1,0,0,0,3.0,3.3333333333333335
34d34c19-87f1-4e3a-9662-108f6645e4e0,11,7,6,0.6,13 days 23:30:18.476987,2 days 07:55:03.079497833,4,0,2,0,1,0,0,1,0,,,0,1,0,0,0,2.25,4.0
466093bf-d717-49fb-951a-571e22f32b0f,11,6,5,0.5,13 days 09:47:17.348079,2 days 16:21:27.469615800,3,0,2,0,1,0,0,1,0,,,0,1,0,0,0,2.3333333333333335,2.6666666666666665
0465fabd-2e81-4853-b94b-462a58f730af,11,13,6,0.6,8 days 06:43:00.966342,1 days 09:07:10.161057,10,0,2,0,1,0,0,1,0,,,0,1,0,0,0,3.0,3.25
2246e071-512d-4cab-b26b-2388db3bc472,11,5,4,0.4,6 days 23:24:22.903588,1 days 17:51:05.725897,2,0,2,0,1,0,0,1,1,13 days 23:32:45.277000,13 days 23:32:45.277000,0,1,0,0,0,1.5,3.5
3117cc5d-05ed-463b-bac1-7e1be21f227f,11,9,7,0.7,1 days 02:15:00.022305,0 days 03:45:00.003186428,6,0,2,0,1,0,0,1,0,,,0,1,0,0,0,3.2,3.6
ca85adad-34fd-403d-b60e-26dda679f037,11,6,5,0.5,0 days 01:15:15.226245,0 days 00:15:03.045249,3,0,2,0,1,0,0,1,0,,,0,1,0,0,0,1.6666666666666667,4.666666666666667
366c495a-0b4b-4484-b132-85399ff015ed,11,6,6,0.6,16 days 01:12:01.713088,2 days 16:12:00.285514666,3,0,2,0,1,0,0,1,0,,,0,1,0,0,0,2.0,3.75
388a0f7f-7037-42c7-993b-59d86d5b2645,11,7,6,0.6,34 days 23:56:44.886740,5 days 19:59:27.481123333,6,0,1,0,0,0,0,1,0,,,0,1,0,0,0,2.2,4.2
e5b51fb5-b667-445b-bdd6-417207462a9c,11,7,7,0.7,21 days 01:03:29.931766,3 days 00:09:04.275966571,4,0,2,0,1,0,0,1,0,,,0,1,0,0,0,2.5,3.75
ca1d91b6-8f68-4a16-883b-22424f456fdb,11,9,6,0.6,0 days 00:37:28.706523,0 days 00:06:14.784420500,6,0,2,0,1,0,0,1,1,0 days 00:40:52.913000,0 days 00:40:52.913000,0,1,0,0,0,2.3333333333333335,1.3333333333333333
ef6a20f9-6607-4de9-9f11-ba68db907660,11,8,7,0.7,7 days 00:49:10.416032,1 days 00:07:01.488004571,5,0,2,0,1,0,0,1,0,,,0,1,0,0,0,2.0,4.2
136946fd-08df-406b-bb10-0d4e8045beda,11,6,5,0.5,13 days 23:38:25.095408,2 days 19:07:41.019081600,3,0,2,0,1,0,0,1,0,,,0,1,0,0,0,2.0,4.666666666666667
227ceb53-513f-4ffe-8df0-803e5759ba0f,11,8,7,0.7,14 days 00:37:12.998754,2 days 00:05:18.999822,5,0,2,0,1,0,0,1,0,,,0,1,0,0,0,2.75,3.75
66ca216d-b5b5-434e-a39e-0b0bbb095075,11,13,12,1.2,6 days 23:45:22.996495,0 days 13:58:46.916374583,10,0,2,0,1,0,0,1,1,6 days 23:47:42.314000,6 days 23:47:42.314000,0,1,0,0,0,2.111111111111111,3.888888888888889
af737efd-7003-4e36-a309-93410ff6256a,11,6,5,0.5,13 days 23:38:15.009606,2 days 19:07:39.001921200,3,0,2,0,1,0,0,1,0,,,0,1,0,0,0,1.6666666666666667,3.0
cbb6efdf-7c7c-4a3b-a740-695d3e4e2ce4,11,7,6,0.6,21 days 00:10:53.638513,3 days 12:01:48.939752166,4,0,2,0,1,0,0,1,0,,,0,1,0,0,0,1.0,5.0
8cb85108-6908-47a0-ab06-c946d0a57fce,11,6,5,0.5,14 days 00:08:45.931207,2 days 19:13:45.186241400,3,0,2,0,1,0,0,1,0,,,0,1,0,0,0,2.0,3.3333333333333335
360e55a9-2101-4ba8-ac83-91c5970ed4f0,11,10,8,0.8,7 days 00:40:26.490518,0 days 21:05:03.311314750,7,0,2,0,1,0,0,1,0,,,0,1,0,0,0,2.8333333333333335,3.6666666666666665
8474327d-5252-4840-be12-f8d9222e6fa9,11,7,7,0.7,13 days 23:28:02.278125,1 days 23:55:26.039732142,4,0,2,0,1,0,0,1,0,,,0,1,0,0,0,1.2,5.0
a47ce6d6-dad5-42d3-8041-edb61abdf11b,11,6,5,0.5,7 days 00:47:38.368623,1 days 09:45:31.673724600,3,0,2,0,1,0,0,1,0,,,0,1,0,0,0,1.6666666666666667,4.666666666666667
a3622696-7ee4-4a79-a0c6-df0f8c304eba,11,8,7,0.7,14 days 00:58:36.257124,2 days 00:08:22.322446285,7,0,1,0,0,0,0,1,0,,,0,1,0,0,0,1.6,4.2
567884ce-f0f8-48ad-9c15-720f437ad654,11,6,5,0.5,13 days 23:35:05.231164,2 days 19:07:01.046232800,3,0,2,0,1,0,0,1,0,,,0,1,0,0,0,2.6666666666666665,3.3333333333333335
4f301bb6-2443-48aa-95da-5f97a0af312c,11,8,5,0.5,7 days 00:08:49.884739,1 days 09:37:45.976947800,5,0,2,0,1,0,0,1,0,,,0,1,0,0,0,2.0,4.333333333333333
0bd7149d-8520-4a82-b75a-7f4b740eedf5,11,8,6,0.6,0 days 00:54:27.066883,0 days 00:09:04.511147166,5,0,2,0,1,0,0,1,0,,,0,1,0,0,0,1.75,1.75
9a349c88-04d5-4902-b649-25a4c0f8344b,11,7,5,0.5,6 days 23:42:05.408369,1 days 09:32:25.081673800,4,0,2,0,1,0,0,1,0,,,0,1,0,0,0,2.0,3.6666666666666665
f65a9b51-aab9-4bdc-9846-89577672e1fd,11,8,8,0.8,7 days 00:36:01.402659,0 days 21:04:30.175332375,5,0,2,0,1,0,0,1,1,13 days 23:42:10.639000,13 days 23:42:10.639000,0,1,0,0,0,3.8,1.8
63a77488-8454-4ee2-9fcc-fdb6378bfe0e,11,6,4,0.4,6 days 23:47:11.390037,1 days 17:56:47.847509250,3,0,2,0,1,0,0,1,0,,,0,1,0,0,0,2.0,4.0
38085cee-09ad-4b10-b257-d0b8c1351c79,11,7,5,0.5,6 days 23:58:06.566179,1 days 09:35:37.313235800,4,0,2,0,1,0,0,1,0,,,0,1,0,0,0,1.0,2.0
b1ee226f-d1c9-4263-9214-0860ac79ed60,11,8,5,0.5,0 days 01:14:29.922034,0 days 00:14:53.984406800,5,0,2,0,1,0,0,1,0,,,0,1,0,0,0,2.6666666666666665,3.0
8f3d2a2f-1445-4116-b6b6-3c207793ac36,11,6,4,0.4,27 days 23:52:24.351258,6 days 23:58:06.087814500,4,0,1,0,1,0,0,1,0,,,0,1,0,0,0,,
12686df0-c017-478c-89dc-779125522856,11,8,7,0.7,21 days 00:35:49.539915,3 days 00:05:07.077130714,5,0,2,0,1,0,0,1,0,,,0,1,0,0,0,2.75,3.75
a44920cb-87aa-4a13-9d8f-9c20d2609eb7,11,8,7,0.7,0 days 00:31:12.467841,0 days 00:04:27.495405857,5,0,2,0,1,0,0,1,1,13 days 23:40:46.179000,13 days 23:40:46.179000,0,1,0,0,0,2.5,2.75
55b8a62c-d0e7-42e5-9ebd-337b9b69976e,11,6,5,0.5,13 days 23:34:11.613506,2 days 19:06:50.322701200,3,0,2,0,1,0,0,1,0,,,0,1,0,0,0,2.3333333333333335,4.0
1f23b616-a6bb-4776-b045-bf545e525be5,11,6,6,0.6,6 days 23:41:49.054361,1 days 03:56:58.175726833,4,0,1,0,1,0,0,1,1,6 days 23:45:10.087000,6 days 23:45:10.087000,0,1,0,0,0,2.0,4.0
9050f7ba-2c85-4a2a-b7d3-96b7f9b2520c,11,5,4,0.4,13 days 23:41:07.236784,3 days 11:55:16.809196,3,0,1,0,1,0,0,1,0,,,0,1,0,0,0,2.6666666666666665,3.6666666666666665
d794cf22-2a79-42c7-9ed7-8f168375e1c0,11,4,3,0.3,7 days 00:59:10.756921,2 days 08:19:43.585640333,3,0,1,0,0,0,0,1,0,,,0,1,0,0,0,2.5,4.0
e4409e9c-41ab-42f7-8c82-f13d4706a137,11,6,5,0.5,13 days 23:36:47.336811,2 days 19:07:21.467362200,3,0,2,0,1,0,0,1,0,,,0,1,0,0,0,3.3333333333333335,3.0
79673a03-635f-4547-9e02-5eafffd062cd,11,7,6,0.6,20 days 23:35:53.736880,3 days 11:55:58.956146666,4,0,2,0,1,0,0,1,0,,,0,1,0,0,0,3.0,3.5
e78953fc-b0cd-4158-abe3-3028d8102721,11,7,6,0.6,14 days 00:30:40.023014,2 days 08:05:06.670502333,4,0,2,0,1,0,0,1,0,,,0,1,0,0,0,2.5,4.5
3c871f1a-6f12-4488-a533-15b3b5eb99ab,11,7,6,0.6,21 days 00:54:33.786064,3 days 12:09:05.631010666,4,0,2,0,1,0,0,1,0,,,0,1,0,0,0,2.0,4.75
b976177e-b3b7-4bfb-bdbe-6d9fbf5965d1,11,9,5,0.5,0 days 01:32:45.659071,0 days 00:18:33.131814200,6,0,2,0,1,0,0,1,0,,,0,1,0,0,0,3.0,3.0
16c1f173-0c88-4b97-8652-47f402ef6a1d,11,7,6,0.6,20 days 23:25:54.780615,3 days 11:54:19.130102500,4,0,2,0,1,0,0,1,0,,,0,1,0,0,0,2.75,3.0
10fc14cf-7f37-40ea-ab6c-b9830c61dd45,11,11,3,0.3,0 days 00:01:48.816275,0 days 00:00:36.272091666,8,0,2,0,1,0,0,1,0,,,0,1,0,0,0,1.0,4.0
8421bade-42cf-4d57-8072-ed856d5a0d8c,11,8,8,0.8,21 days 01:03:34.026993,2 days 15:07:56.753374125,5,0,2,0,1,0,0,1,0,,,0,1,0,0,0,2.5,3.5
816e7728-0ffd-4ad4-bcd6-a0b64af7cbb2,11,9,6,0.6,6 days 23:32:14.659330,1 days 03:55:22.443221666,6,0,2,0,1,0,0,1,0,,,0,1,0,0,0,1.5,4.25
948f4543-5f2c-49dd-aa86-f4cd8ce316d5,12,6,5,0.3333333333333333,0 days 00:05:59.799167,0 days 00:01:11.959833400,3,0,2,0,1,0,0,2,0,,,1,1,0,0,3,2.5,3.0
681e2ed0-3db6-4aa4-a54d-ceaed950006d,12,3,3,1.5,0 days 21:41:40.324114,0 days 07:13:53.441371333,1,1,0,0,1,1,1,1,1,0 days 21:44:05.639000,0 days 21:44:05.639000,0,1,0,0,2,3.0,3.5
818475bd-abf2-4b1b-81ee-5806837544a1,12,18,17,0.3953488372093023,15 days 02:16:07.830552,0 days 21:18:35.754738352,11,1,3,1,2,12,5,4,2,15 days 02:23:08.522000,7 days 13:11:34.261000,1,3,0,0,1,2.2222222222222223,3.888888888888889
7c2fdf93-7b71-4d84-b11a-21336cd482b3,12,4,3,0.17647058823529413,0 days 00:01:50.928366,0 days 00:00:36.976122,1,0,2,0,1,0,0,2,1,0 days 00:04:53.899000,0 days 00:04:53.899000,0,1,0,0,0,2.0,3.0
a68343bf-9901-4dc2-83d6-8b4742189678,12,12,11,0.7333333333333333,22 days 05:45:49.199746,2 days 00:31:26.290886,7,0,3,1,1,5,4,2,1,8 days 05:55:55.457000,8 days 05:55:55.457000,1,1,0,0,3,2.0,2.2857142857142856
7103d4e1-111d-4853-a694-612e95c8325c,12,3,2,0.13333333333333333,0 days 00:01:34.298443,0 days 00:00:47.149221500,1,0,1,0,1,0,0,3,0,,,1,1,0,0,0,,
518fae42-b792-489a-8743-b03660f7250e,12,17,12,0.5,6 days 20:39:45.104362,0 days 13:43:18.758696833,12,0,2,1,2,0,0,3,1,0 days 00:00:17.179000,0 days 00:00:17.179000,1,2,0,0,0,3.2222222222222223,1.4444444444444444
