id,school_id,Number of Started Assigned Learning Activities,Number of Completed Assigned Learning Activities,Ratio of Completed Learning Activities to Assigned Learning Activities,Total Time in Completed Learning Activities,Average Time in Completed Learning Activities,Number of Exercise Activities,Number of Engagement Activities,Number of Comunication Activities,Number of Video Activities,Number of Game Activities,Number of Free Learning Activities,Number of Unique Free Learning Activities,Number of Started Learning Tracks,Number of Completed Learning Tracks,Total Time in Completed Learning Tracks,Average Time in Completed Learning Tracks,Number of Language Learning Tracks Started,Number of STEM Learning Tracks Started,Number of Music Learning Tracks Started,Number of Religion Learning Tracks Started,Number of Problems,Average Difficulty Rating,Average Fun Rating
11502731-5c04-4786-8de5-3f93831fe66c,12,8,7,0.4117647058823529,13 days 23:45:42.685670,1 days 23:57:57.526524285,3,1,2,0,2,0,0,3,1,6 days 20:19:13.274000,6 days 20:19:13.274000,1,2,0,0,1,2.3333333333333335,3.6666666666666665
965ad1f1-67bb-475a-a2eb-9473e6c5d4c7,12,0,0,,,,0,0,0,0,0,5,4,0,0,,,0,0,0,0,0,,
fccaa4e7-e233-4f29-8a24-3fe577153e43,12,13,13,0.8666666666666667,12 days 18:20:43.117364,0 days 23:33:54.085951076,9,0,2,1,1,0,0,2,1,1 days 23:05:40.070000,1 days 23:05:40.070000,1,1,0,0,1,2.2222222222222223,2.7777777777777777
c60be78b-950e-4b18-8bb6-5bd4727b3fa0,12,15,11,0.20754716981132076,22 days 19:58:18.413841,2 days 01:48:56.219440090,8,0,6,0,1,3,2,3,0,,,0,3,0,0,27,2.0,3.4
3f905478-4b23-4634-bb5b-fcd3e6ba26f8,13,26,25,0.6756756756756757,19 days 06:26:07.506050,0 days 18:29:50.700242,16,7,1,2,0,0,0,2,1,0 days 00:06:31.734000,0 days 00:06:31.734000,2,0,0,0,0,2.0,3.5652173913043477
c8196174-0666-458c-9ef0-826302a152e9,13,49,48,0.5161290322580645,2 days 09:32:28.424220,0 days 01:11:55.592171250,30,14,1,4,0,0,0,4,1,0 days 00:09:45.956000,0 days 00:09:45.956000,4,0,0,0,1,2.2564102564102564,3.7948717948717947
7f833097-5745-4f33-a1ae-f15fdc5d440a,13,13,12,0.32432432432432434,0 days 00:21:23.439224,0 days 00:01:46.953268666,7,5,1,0,0,0,0,2,1,0 days 00:08:31.790000,0 days 00:08:31.790000,2,0,0,0,0,1.9,3.0
3e67122b-a186-4d10-88b9-590adc5c1fee,13,55,54,0.5806451612903226,0 days 03:23:09.140504,0 days 00:03:45.724824148,37,13,1,4,0,0,0,4,3,18 days 04:49:06.153000,6 days 01:36:22.051000,4,0,0,0,0,1.6521739130434783,4.434782608695652
e9afb87f-0fa6-4622-963b-3882c45dc8e9,13,28,28,0.7567567567567568,19 days 04:23:09.353734,0 days 16:26:32.476919071,20,5,1,2,0,0,0,2,2,19 days 04:56:23.761000,9 days 14:28:11.880500,2,0,0,0,0,1.8,3.68
985537a3-5c2a-40e6-a60d-afd61e6cb7e3,13,72,72,0.7741935483870968,21 days 23:34:29.734886,0 days 07:19:38.746317861,53,14,1,4,0,0,0,4,4,22 days 00:44:29.645000,5 days 12:11:07.411250,4,0,0,0,0,1.9841269841269842,2.8412698412698414
1183d049-86a1-476d-b42b-a98e931279e5,13,10,1,0.02631578947368421,0 days 00:00:00.251955,0 days 00:00:00.251955,8,1,0,1,0,0,0,1,0,,,1,0,0,0,0,,
2339051b-d016-4715-b3b6-cf8e0796fbf8,13,2,2,0.2222222222222222,0 days 00:12:13.363499,0 days 00:06:06.681749500,1,0,0,1,0,0,0,1,0,,,0,1,0,0,0,,
bb1ca264-e0ed-4213-b675-7c5ffa3399e0,13,13,12,0.32432432432432434,0 days 00:19:01.878785,0 days 00:01:35.156565416,7,5,1,0,0,0,0,2,1,0 days 00:07:40.195000,0 days 00:07:40.195000,2,0,0,0,0,1.1,2.3
4cdd7c17-e237-4567-90ac-dc636d59b1aa,13,36,35,0.5303030303030303,5 days 01:03:55.274464,0 days 03:27:32.436413257,22,10,1,3,0,0,0,3,2,5 days 00:59:04.227000,2 days 12:29:32.113500,3,0,0,0,0,1.9655172413793103,1.896551724137931
9e19b173-f3b1-40b5-811a-0636783d0dc8,13,0,0,,,,0,0,0,0,0,0,0,1,1,0 days 00:00:35.775000,0 days 00:00:35.775000,0,0,0,0,0,,
d4e2fbe8-40fa-4f66-93d8-f19292098ff1,13,10,10,0.2702702702702703,0 days 00:22:01.159084,0 days 00:02:12.115908400,7,3,0,0,0,0,0,2,1,0 days 00:05:58.890000,0 days 00:05:58.890000,2,0,0,0,0,1.7777777777777777,3.2222222222222223
a606152e-b1ca-4762-8c78-31dbb712871e,13,5,2,0.2222222222222222,0 days 00:27:30.639711,0 days 00:13:45.319855500,1,2,0,2,0,0,0,1,1,0 days 00:28:48.450000,0 days 00:28:48.450000,0,1,0,0,0,2.0,4.0
f682fea8-39b4-4584-84a2-89a6bf7429ce,13,34,34,0.9444444444444444,0 days 00:44:22.056939,0 days 00:01:18.295792323,18,13,1,1,1,0,0,1,1,0 days 23:05:16.103000,0 days 23:05:16.103000,1,0,0,0,0,2.6842105263157894,2.8947368421052633
9379dc61-7b6c-4665-9674-0dfcda22bf56,13,13,12,0.32432432432432434,0 days 00:16:20.152007,0 days 00:01:21.679333916,7,5,1,0,0,0,0,2,1,0 days 00:09:41.922000,0 days 00:09:41.922000,2,0,0,0,0,2.2,3.3
de23c0ba-a929-4b08-993a-088172dc5960,13,13,12,0.32432432432432434,0 days 00:13:36.702955,0 days 00:01:08.058579583,7,5,1,0,0,0,0,2,1,0 days 00:06:47.059000,0 days 00:06:47.059000,2,0,0,0,0,2.0,3.1
d163842f-6525-4827-9fbf-f5bc2ced5533,13,14,14,0.3783783783783784,0 days 00:23:36.654715,0 days 00:01:41.189622500,8,5,1,0,0,0,0,2,1,0 days 00:10:36.962000,0 days 00:10:36.962000,2,0,0,0,0,2.6363636363636362,3.4545454545454546
ed07320d-0142-4c41-8da8-0093eb311c9d,13,41,41,0.6212121212121212,9 days 22:52:26.283647,0 days 05:49:34.299601146,26,11,1,3,0,0,0,3,2,18 days 03:36:36.707000,9 days 01:48:18.353500,3,0,0,0,0,1.457142857142857,3.0
945c455b-1804-4535-8207-d9f06dcba2c1,13,14,13,0.35135135135135137,0 days 00:17:37.696954,0 days 00:01:21.361304153,8,5,1,0,0,0,0,2,1,0 days 00:07:25.131000,0 days 00:07:25.131000,2,0,0,0,0,1.8181818181818181,3.0
af583538-965f-4123-adf6-c091b8a73b62,13,11,11,0.2972972972972973,0 days 00:22:49.062803,0 days 00:02:04.460254818,7,3,1,0,0,0,0,2,1,0 days 00:05:50.283000,0 days 00:05:50.283000,2,0,0,0,0,1.6666666666666667,3.4444444444444446
dbbe426f-8724-4c1e-af7f-b25aee572fd9,13,23,23,0.6216216216216216,67 days 00:16:57.245491,2 days 21:55:31.184586565,13,7,1,2,0,0,0,2,1,0 days 00:05:50.673000,0 days 00:05:50.673000,2,0,0,0,0,1.6,3.35
6443f9dd-1f45-438e-aa6e-88eaaf0e9c12,13,8,7,0.25,0 days 00:20:42.941404,0 days 00:02:57.563057714,3,4,0,1,0,0,0,2,1,0 days 00:08:22.657000,0 days 00:08:22.657000,2,0,0,0,0,2.3333333333333335,3.6666666666666665
6ffc36c1-b8fb-4dba-b765-64cd93987d60,13,30,29,0.7837837837837838,21 days 09:05:05.324795,0 days 17:41:33.287061896,20,7,1,2,0,0,0,2,2,21 days 09:27:09.753000,10 days 16:43:34.876500,2,0,0,0,0,5.0,1.0
a224b008-dd55-4219-8641-569816c04ba8,13,87,85,0.45698924731182794,0 days 00:43:03.639029,0 days 00:00:30.395753282,39,34,4,9,1,0,0,7,3,0 days 01:48:16.727000,0 days 00:36:05.575666666,7,0,0,0,1,1.75,4.2727272727272725
ffcfb88c-2ebe-4bb3-8743-8bb89a7bcb62,13,13,12,0.32432432432432434,0 days 00:22:42.632939,0 days 00:01:53.552744916,7,5,1,0,0,0,0,2,1,0 days 00:07:57.885000,0 days 00:07:57.885000,2,0,0,0,0,1.7,2.9
8e5235a1-d049-49c4-addd-bf6539b0d416,13,12,11,0.2972972972972973,0 days 00:14:37.995828,0 days 00:01:19.817802545,6,5,1,0,0,0,0,2,1,0 days 00:05:43.959000,0 days 00:05:43.959000,2,0,0,0,1,1.7777777777777777,4.222222222222222
71b2d554-0e03-4998-a529-648f1f9c1ee7,13,12,11,0.2972972972972973,0 days 00:22:36.290237,0 days 00:02:03.299112454,6,5,1,0,0,0,0,2,1,0 days 00:06:07.543000,0 days 00:06:07.543000,2,0,0,0,0,1.1111111111111112,1.2222222222222223
b8b9c323-34da-4972-b96d-c1df1ddb3aef,13,15,14,0.3783783783783784,0 days 00:20:19.127154,0 days 00:01:27.080511,9,5,1,0,0,0,0,2,1,0 days 00:10:24.697000,0 days 00:10:24.697000,2,0,0,0,0,1.8333333333333333,3.75
e6cc700f-1458-457f-b8a3-9333e4942cf1,13,13,12,0.32432432432432434,0 days 00:21:36.388571,0 days 00:01:48.032380916,7,5,1,0,0,0,0,2,1,0 days 00:13:51.240000,0 days 00:13:51.240000,2,0,0,0,0,1.2,4.9
f84f548f-d69b-4e09-9a97-883150e65677,13,2,1,1.0,0 days 00:06:21.112027,0 days 00:06:21.112027,1,1,0,0,0,0,0,1,0,,,1,0,0,0,0,,
4e57488b-ff8a-4748-ad6c-7a6fd09f79cb,13,10,8,0.21621621621621623,0 days 00:19:37.479848,0 days 00:02:27.184981,7,2,1,0,0,0,0,2,1,0 days 00:06:08.761000,0 days 00:06:08.761000,2,0,0,0,0,,
5f59c2d0-3b08-40cd-85ea-0d99704ee9e1,13,2,0,0.0,,,1,1,0,0,0,0,0,2,0,,,1,0,0,0,0,,
2063f2bd-e10d-4c2c-a348-dd06c2885609,13,39,39,0.5571428571428572,1 days 00:25:33.814157,0 days 00:37:34.713183512,20,15,1,2,1,0,0,2,1,1 days 00:29:08.925000,1 days 00:29:08.925000,2,0,0,0,0,1.15,1.6
2bb3378d-74f1-4525-aa86-b27c32ac9366,13,26,26,0.6842105263157895,4 days 06:24:29.967707,0 days 03:56:19.614142576,14,9,2,1,0,0,0,1,1,5 days 05:50:14.570000,5 days 05:50:14.570000,1,0,0,0,0,1.9333333333333333,3.933333333333333
113847cf-c609-4563-86e5-86097824076d,13,26,26,0.6842105263157895,5 days 02:35:26.120073,0 days 04:42:54.081541269,14,9,2,1,0,0,0,1,1,5 days 02:44:56.742000,5 days 02:44:56.742000,1,0,0,0,0,1.5333333333333334,5.0
fbaae5bd-9d9a-4572-88e9-61b06cfc0a13,13,2,1,1.0,0 days 00:06:55.612532,0 days 00:06:55.612532,1,1,0,0,0,0,0,1,0,,,1,0,0,0,0,,
d2e4af9a-23a4-4767-a848-f049cfc8ec1f,13,2,1,1.0,0 days 00:05:51.320689,0 days 00:05:51.320689,1,1,0,0,0,0,0,1,0,,,1,0,0,0,0,,
f59efd0d-a2a7-4dbf-8fa2-9b0d10711483,13,2,1,1.0,0 days 00:05:52.673966,0 days 00:05:52.673966,1,1,0,0,0,0,0,1,0,,,1,0,0,0,0,,
c0d37f1a-18eb-42e0-a5ae-326b5cab687b,13,3,2,0.05405405405405406,0 days 00:05:53.136564,0 days 00:02:56.568282,1,1,1,0,0,0,0,2,0,,,2,0,0,0,0,,
cdac9bac-32d2-4ff8-adb6-55347f0e5545,13,2,2,2.0,2 days 04:05:35.769426,1 days 02:02:47.884713,1,1,0,0,0,0,0,1,0,,,1,0,0,0,0,,
f329051f-79d2-42f2-8a1e-4b8363d32be9,13,2,1,1.0,0 days 00:05:52.738801,0 days 00:05:52.738801,1,1,0,0,0,0,0,1,0,,,1,0,0,0,0,,
deb88a89-df59-4e27-be0c-7022d96cd0cd,13,3,3,0.08108108108108109,0 days 00:29:29.820746,0 days 00:09:49.940248666,1,1,1,0,0,2,1,2,1,0 days 00:30:17.196000,0 days 00:30:17.196000,2,0,0,0,0,4.0,3.0
c62534ca-ee9d-4813-93c4-71260e028c90,13,2,2,2.0,0 days 00:29:39.675873,0 days 00:14:49.837936500,1,1,0,0,0,0,0,1,1,31 days 00:22:59.442000,31 days 00:22:59.442000,1,0,0,0,0,,
a04a4ca3-8ef7-4be1-ae4e-3c71aa10e9b7,13,2,1,1.0,0 days 00:05:52.989459,0 days 00:05:52.989459,1,1,0,0,0,0,0,1,0,,,1,0,0,0,0,,
40f05b8f-f656-4da6-9ee9-e613e0664ee0,13,2,2,2.0,0 days 00:30:11.715940,0 days 00:15:05.857970,1,1,0,0,0,0,0,1,1,33 days 07:50:16.867000,33 days 07:50:16.867000,1,0,0,0,0,3.0,4.0
2ae0f66d-fedb-4130-9d20-b967809fba35,13,2,1,1.0,0 days 00:05:53.419838,0 days 00:05:53.419838,1,1,0,0,0,0,0,1,0,,,1,0,0,0,0,,
467d1c1d-0f35-4dea-b978-f7fbe1e719e3,13,2,1,1.0,0 days 00:05:54.176930,0 days 00:05:54.176930,1,1,0,0,0,0,0,1,0,,,1,0,0,0,0,,
d1896ee3-150d-4764-9d99-6f7fc42f6c1f,13,2,2,2.0,17 days 04:16:20.811451,8 days 14:08:10.405725500,1,1,0,0,0,0,0,1,0,,,1,0,0,0,0,,
9b038686-c374-425a-9a9d-87b5e6a1f030,13,2,1,1.0,0 days 00:05:51.982321,0 days 00:05:51.982321,1,1,0,0,0,0,0,1,0,,,1,0,0,0,0,,
a83202dc-d2cd-4243-85f6-6128a3ecfc23,13,2,1,1.0,0 days 00:05:51.672807,0 days 00:05:51.672807,1,1,0,0,0,0,0,1,0,,,1,0,0,0,0,,
b603f6ff-9148-4e59-a41d-f187eea4a1c4,13,2,2,2.0,0 days 05:24:18.671587,0 days 02:42:09.335793500,1,1,0,0,0,0,0,1,0,,,1,0,0,0,0,,
f5a2ffb8-7067-4be1-8fcc-ee393702f19f,13,2,1,1.0,0 days 00:05:54.441039,0 days 00:05:54.441039,1,1,0,0,0,1,1,1,0,,,1,0,0,0,0,,
61f11bc5-37cc-4be2-8002-00dfe08417a0,13,2,2,2.0,0 days 00:05:41.417745,0 days 00:02:50.708872500,1,1,0,0,0,0,0,1,1,19 days 01:54:37.407000,19 days 01:54:37.407000,1,0,0,0,0,,
f746554b-e277-49be-9e5d-a805331cf6ef,13,2,2,2.0,21 days 18:55:30.323667,10 days 21:27:45.161833500,1,1,0,0,0,0,0,1,1,21 days 18:55:51.245000,21 days 18:55:51.245000,1,0,0,0,0,3.0,1.0
683367f8-0a97-4e8e-9a14-994407acf718,13,2,2,2.0,33 days 03:25:24.171816,16 days 13:42:42.085908,1,1,0,0,0,0,0,1,0,,,1,0,0,0,0,,
8ff3a6b6-b8cd-4509-ad1a-c3d4176fbf70,13,26,26,0.6842105263157895,1 days 04:26:46.042933,0 days 01:05:38.693958961,14,9,2,1,0,0,0,1,1,2 days 04:27:49.019000,2 days 04:27:49.019000,1,0,0,0,0,2.6,2.8666666666666667
6d7f6d35-f7ef-4852-b152-f3ea792d22e0,13,2,1,1.0,0 days 00:05:39.231969,0 days 00:05:39.231969,1,1,0,0,0,0,0,1,0,,,1,0,0,0,0,,
f904b47a-9534-4582-94e7-a59eb1dc2de9,13,26,26,0.6842105263157895,1 days 00:18:35.871639,0 days 00:56:05.995063038,14,9,2,1,0,0,0,1,1,1 days 00:26:54.915000,1 days 00:26:54.915000,1,0,0,0,1,4.0,2.1333333333333333
90e87620-ce4c-45da-aee6-39dbd5605df4,13,25,24,0.631578947368421,1 days 01:00:34.261756,0 days 01:02:31.427573166,14,9,2,0,0,0,0,1,1,1 days 20:42:11.846000,1 days 20:42:11.846000,1,0,0,0,0,3.142857142857143,2.0714285714285716
167df819-48ac-4385-86c7-11837a99a169,13,25,24,0.631578947368421,4 days 03:22:04.847262,0 days 04:08:25.201969250,14,9,2,0,0,0,0,1,1,5 days 02:46:40.530000,5 days 02:46:40.530000,1,0,0,0,0,1.5333333333333334,3.0
42e0230f-6153-4a13-b063-c51ecc9ed99f,13,35,35,0.9722222222222222,4 days 01:43:44.705958,0 days 02:47:32.134455942,19,13,1,1,1,0,0,1,1,4 days 01:56:49.149000,4 days 01:56:49.149000,1,0,0,0,0,2.05,3.7
2752afb7-2e7f-4f62-8159-5010f62c4b37,13,31,31,0.9117647058823529,5 days 03:28:44.585051,0 days 03:58:59.502743580,17,13,0,0,1,0,0,1,1,5 days 03:39:17.074000,5 days 03:39:17.074000,1,0,0,0,0,2.176470588235294,4.0
6929b525-4b52-4b93-b589-80116c91f916,13,34,33,0.9166666666666666,5 days 03:14:13.986045,0 days 03:44:04.060183181,19,13,1,1,0,0,0,1,1,5 days 03:27:33.194000,5 days 03:27:33.194000,1,0,0,0,0,1.2222222222222223,4.222222222222222
f013ba0e-a5b2-4c34-8e82-106222b86a64,13,21,20,0.5263157894736842,1 days 00:20:43.379411,0 days 01:13:02.168970550,13,7,0,1,0,0,0,1,0,,,1,0,0,0,0,2.4545454545454546,4.181818181818182
f94d6264-f500-43fc-8893-613b7a624e0e,13,2,1,1.0,0 days 00:04:05.509799,0 days 00:04:05.509799,1,1,0,0,0,0,0,1,0,,,1,0,0,0,0,,
1e3e1b21-9ba6-48eb-8f77-766abf6bb559,13,2,2,2.0,0 days 00:04:24.967096,0 days 00:02:12.483548,1,1,0,0,0,1,1,1,1,0 days 00:04:44.439000,0 days 00:04:44.439000,1,0,0,0,0,3.0,2.0
82898435-4dd3-4166-b215-c0be9f0ad1f2,13,3,3,0.08108108108108109,0 days 00:05:03.817213,0 days 00:01:41.272404333,1,1,1,0,0,1,1,2,1,0 days 00:05:25.510000,0 days 00:05:25.510000,2,0,0,0,0,1.0,5.0
4fb273f3-b3ae-456a-ab85-4ecf12ca0682,13,26,26,0.6842105263157895,4 days 12:53:05.245395,0 days 04:11:16.355592115,14,9,2,1,0,0,0,1,1,6 days 02:03:32.613000,6 days 02:03:32.613000,1,0,0,0,0,2.8,3.4
29ae6914-dffb-4a31-847a-7ac125778108,13,3,1,0.1111111111111111,0 days 00:04:48.941276,0 days 00:04:48.941276,1,1,0,1,0,2,1,1,0,,,0,1,0,0,1,,
a18c1e9b-30da-4390-b9bb-6ad0f86fb382,13,2,0,0.0,,,1,0,0,1,0,0,0,1,0,,,0,1,0,0,0,,
9ad0f267-1acb-4172-8a1c-4ae2c2a82247,13,2,2,0.2222222222222222,0 days 00:03:41.410564,0 days 00:01:50.705282,1,0,0,1,0,0,0,1,0,,,0,1,0,0,1,,
e496407f-3b7f-4429-accc-40b99aced9b6,13,1,0,0.0,,,0,0,0,1,0,0,0,1,0,,,0,1,0,0,0,,
45f61760-ec8c-4dd1-970b-ef9a62695536,13,5,0,0.0,,,2,2,0,1,0,0,0,1,0,,,0,1,0,0,0,,
6b40cd0c-fc9b-40a9-9074-724769292df9,13,10,10,1.1111111111111112,0 days 00:29:08.150746,0 days 00:02:54.815074600,3,4,0,3,0,0,0,1,1,0 days 00:30:54.678000,0 days 00:30:54.678000,0,1,0,0,0,1.0,5.0
a79c7697-24af-4969-862c-523b610e08b2,13,10,10,1.1111111111111112,0 days 00:05:25.649738,0 days 00:00:32.564973800,3,4,0,3,0,0,0,1,1,0 days 00:11:45.662000,0 days 00:11:45.662000,0,1,0,0,0,1.0,5.0
ae64dd48-5b4b-4f39-a14d-916dbc4f71da,13,6,2,0.2222222222222222,0 days 00:00:31.840609,0 days 00:00:15.920304500,3,2,0,1,0,0,0,1,0,,,0,1,0,0,0,,
03f92266-5369-423d-9240-89079cc9bdd3,13,2,2,0.2222222222222222,0 days 00:00:06.130388,0 days 00:00:03.065194,1,0,0,1,0,0,0,1,0,,,0,1,0,0,0,,
de40faee-23d9-4c69-82b5-df00aaf5af34,13,2,2,0.2222222222222222,0 days 00:03:43.212754,0 days 00:01:51.606377,1,0,0,1,0,0,0,1,0,,,0,1,0,0,3,,
a68d73d9-08e4-44d0-bd0c-67f32c8a69ee,13,2,2,0.2222222222222222,0 days 00:13:56.474905,0 days 00:06:58.237452500,1,0,0,1,0,0,0,1,0,,,0,1,0,0,0,,
14f46962-9b7a-4b59-96e3-c36e127f9670,13,5,2,0.2222222222222222,0 days 00:01:51.516160,0 days 00:00:55.758080,2,2,0,1,0,0,0,1,0,,,0,1,0,0,1,2.0,3.0
e8ab223a-bc0d-4804-8b24-fdda1801e5b8,13,2,1,0.1111111111111111,0 days 00:02:23.950790,0 days 00:02:23.950790,1,0,0,1,0,0,0,1,0,,,0,1,0,0,0,,
70e58a7f-82c9-4a0a-9d32-91ebedf84e95,13,5,5,0.5555555555555556,0 days 00:08:45.463303,0 days 00:01:45.092660600,2,1,0,2,0,0,0,1,0,,,0,1,0,0,1,4.333333333333333,1.0
c666a87d-952d-4b96-b1b8-99ad56640112,13,3,2,0.2222222222222222,0 days 00:06:40.654170,0 days 00:03:20.327085,2,0,0,1,0,0,0,1,0,,,0,1,0,0,0,,
542b2874-b13c-4aa1-ae8c-9d182312c577,13,2,1,1.0,0 days 00:04:07.937319,0 days 00:04:07.937319,1,1,0,0,0,0,0,1,0,,,1,0,0,0,0,,
48c53169-14bb-4b65-bea7-1024fa311ed2,13,33,33,0.9705882352941176,0 days 00:40:50.892552,0 days 00:01:14.269471272,17,13,0,2,1,0,0,1,1,0 days 23:07:46.146000,0 days 23:07:46.146000,1,0,0,0,0,2.3333333333333335,3.2222222222222223
2ab8aee0-da57-44a5-a5c5-52bf38a2725f,13,2,2,2.0,0 days 00:05:03.485487,0 days 00:02:31.742743500,1,1,0,0,0,0,0,1,1,14 days 04:01:37.986000,14 days 04:01:37.986000,1,0,0,0,0,3.0,4.0
7e3b2e4c-4f9a-4468-95a5-78fc03dc9343,13,33,33,0.9705882352941176,4 days 22:36:07.354864,0 days 03:35:38.404692848,17,13,0,2,1,0,0,1,1,4 days 22:42:53.615000,4 days 22:42:53.615000,1,0,0,0,0,2.3333333333333335,4.777777777777778
4d8cb9f0-db9b-4f21-be00-12e107c7467d,13,26,26,0.6842105263157895,0 days 02:34:58.021269,0 days 00:05:57.616202653,14,9,2,1,0,0,0,1,1,6 days 01:13:40.281000,6 days 01:13:40.281000,1,0,0,0,0,1.9333333333333333,1.2
5fc3bff6-b371-4e98-8b6a-7612179ec977,13,26,26,0.6842105263157895,2 days 22:07:19.926986,0 days 02:41:49.227961,14,9,2,1,0,0,0,1,1,3 days 01:49:58.370000,3 days 01:49:58.370000,1,0,0,0,0,1.5333333333333334,4.4
d715e866-272a-4e3e-8568-9d79ffc3978c,13,33,33,0.9166666666666666,1 days 01:28:27.766907,0 days 00:46:19.023239606,20,12,0,1,0,0,0,1,1,1 days 00:38:23.770000,1 days 00:38:23.770000,1,0,0,0,0,1.1111111111111112,5.0
9e061290-001f-4574-916f-3cc5be9377f8,13,34,25,0.35714285714285715,0 days 00:54:39.999302,0 days 00:02:11.199972080,21,11,0,1,1,0,0,2,0,,,2,0,0,0,0,1.1666666666666667,4.083333333333333
f322b80a-bf18-4636-8cdd-9e7a5aeb5bab,13,26,26,0.6842105263157895,2 days 20:59:29.076277,0 days 02:39:12.656779884,14,9,2,1,0,0,0,1,1,2 days 21:16:15.823000,2 days 21:16:15.823000,1,0,0,0,0,1.7333333333333334,3.7333333333333334
436d2e86-721f-40b0-b43f-1099785ce1af,13,33,33,0.9705882352941176,6 days 08:38:42.845737,0 days 04:37:32.207446575,17,13,0,2,1,0,0,1,1,6 days 08:46:39.761000,6 days 08:46:39.761000,1,0,0,0,0,1.6111111111111112,2.111111111111111
96cb8250-7a3c-49f3-af55-429c88762674,13,24,23,0.6052631578947368,5 days 21:16:12.999904,0 days 06:08:31.869561043,13,8,2,1,0,0,0,1,1,5 days 21:25:52.659000,5 days 21:25:52.659000,1,0,0,0,1,2.1666666666666665,2.0
f3e84184-915d-4d2d-815a-699c9f9c8b03,13,24,24,0.6666666666666666,0 days 07:14:42.009147,0 days 00:18:06.750381125,13,10,0,1,0,0,0,1,0,,,1,0,0,0,0,2.75,1.9166666666666667
4c09f327-69a1-404d-8eea-10a74fc82a3c,13,26,26,0.6842105263157895,4 days 23:14:02.333682,0 days 04:35:09.320526230,14,9,2,1,0,0,0,1,1,5 days 21:36:48.937000,5 days 21:36:48.937000,1,0,0,0,0,2.6,1.9333333333333333
e441be61-73ef-4488-b4f1-8a28a1eb0372,13,30,30,0.8333333333333334,0 days 23:46:21.824927,0 days 00:47:32.727497566,18,11,0,1,0,0,0,1,1,4 days 21:11:46.538000,4 days 21:11:46.538000,1,0,0,0,0,1.6470588235294117,4.647058823529412
8f4fd42b-7ee6-4d16-bbc7-9ecc84443bbb,13,2,2,2.0,0 days 00:05:21.145125,0 days 00:02:40.572562500,1,1,0,0,0,0,0,2,1,0 days 00:05:54.440000,0 days 00:05:54.440000,1,0,0,0,0,3.0,5.0
953c2b83-c871-470d-b138-8d39192f19f4,13,35,35,0.9722222222222222,5 days 09:08:50.354992,0 days 03:41:23.724428342,19,13,1,1,1,0,0,1,1,6 days 07:38:14.995000,6 days 07:38:14.995000,1,0,0,0,1,1.95,1.0
26337653-7d35-48cc-a737-435a29ef11b8,13,33,33,0.9705882352941176,0 days 23:15:42.134269,0 days 00:42:17.640432393,17,13,0,2,1,0,0,1,1,4 days 19:48:43.662000,4 days 19:48:43.662000,1,0,0,0,0,2.5,3.4444444444444446
06c26b9a-de90-4839-9f50-deb5afa1486b,13,33,33,0.9705882352941176,0 days 23:00:38.795971,0 days 00:41:50.266544575,17,13,0,2,1,0,0,1,1,0 days 23:04:58.827000,0 days 23:04:58.827000,1,0,0,0,0,1.6666666666666667,1.3888888888888888
dc471b72-0fe7-436a-8cc5-a31bdc5802e7,13,29,29,0.8529411764705882,0 days 03:55:48.095045,0 days 00:08:07.865346379,15,11,0,2,1,0,0,1,0,,,1,0,0,0,2,2.2666666666666666,2.933333333333333
ef666ec3-cbee-4f53-8289-45fe206f38b9,13,33,33,0.9705882352941176,0 days 23:32:11.132099,0 days 00:42:47.610063606,17,13,0,2,1,0,0,1,1,5 days 22:56:15.828000,5 days 22:56:15.828000,1,0,0,0,0,1.8888888888888888,4.222222222222222
975548ae-2c5c-41d2-b36a-53ff1744b521,13,31,30,0.8333333333333334,4 days 00:24:00.162198,0 days 03:12:48.005406600,17,13,0,1,0,0,0,1,0,,,1,0,0,0,0,2.8666666666666667,2.3333333333333335
1822950e-e21e-4bdb-9769-0690cd1984c5,13,35,35,0.9722222222222222,1 days 21:41:26.722764,0 days 01:18:19.620650400,19,13,1,1,1,0,0,1,1,1 days 03:12:30.319000,1 days 03:12:30.319000,1,0,0,0,0,2.0,2.65
025051e9-865f-4e73-a653-02fb30ba4f38,13,26,26,0.6842105263157895,1 days 01:02:58.523788,0 days 00:57:48.404761076,14,9,2,1,0,0,0,1,1,5 days 05:42:14.345000,5 days 05:42:14.345000,1,0,0,0,1,2.2666666666666666,1.8666666666666667
4128bca4-0338-4919-a053-c7d95abbaf2d,13,2,1,1.0,0 days 00:05:34.833730,0 days 00:05:34.833730,1,1,0,0,0,0,0,1,0,,,1,0,0,0,0,,
550c10fd-bfad-41a7-9608-e0c1ff091cb3,13,31,31,0.9117647058823529,4 days 02:58:49.239581,0 days 03:11:34.491599387,15,13,0,2,1,0,0,1,1,5 days 01:49:48.520000,5 days 01:49:48.520000,1,0,0,0,0,2.235294117647059,3.0
69cc45df-013f-467d-be5b-c07421cff893,13,2,2,2.0,0 days 00:00:00.419768,0 days 00:00:00.209884,1,1,0,0,0,3,3,1,1,0 days 00:01:06.156000,0 days 00:01:06.156000,1,0,0,0,0,,
14e373f1-db3b-4596-a45e-c8f90c0e9f2b,13,26,26,0.6842105263157895,4 days 04:38:57.589043,0 days 03:52:16.061117038,14,9,2,1,0,0,0,1,1,5 days 04:04:17.840000,5 days 04:04:17.840000,1,0,0,0,0,2.0,3.8666666666666667
